Match No,Innings,Over,Batter,Bowler,Action,Runs
8,2,13.1, Hardik Pandya,Markande,Single,1
8,2,13.2, Tilak Varma,Markande,Six,6
8,2,13.3, Tilak Varma,Markande,Double,2
8,2,13.4, Tilak Varma,Markande,Single,1
8,2,13.5, Hardik Pandya,Markande,Single,1
8,2,13.6, Tilak Varma,Markande,Single,1
8,2,14.1, Tilak Varma,Cummins,Wicket,0
8,2,14.2, Tim David,Cummins,Dot,0
8,2,14.3, Tim David,Cummins,Single,1
8,2,14.4, Hardik Pandya,Cummins,Dot,0
8,2,14.5, Hardik Pandya,Cummins,Single,1
8,2,14.6, Tim David,Cummins,Single,1
8,2,15.1, Tim David,Unadkat,Dot,0
8,2,15.2, Tim David,Unadkat,Single,1
8,2,15.3, Hardik Pandya,Unadkat,Single,1
8,2,15.4, Tim David,Unadkat,Dot,0
8,2,15.5, Tim David,Unadkat,Single,1
8,2,15.5, Tim David,Unadkat,Extra_W,1
8,2,15.6, Hardik Pandya,Unadkat,Single,1
8,2,16.1, Hardik Pandya,Bhuvneshwar,Single,1
8,2,16.2, Tim David,Bhuvneshwar,Double,2
8,2,16.3, Tim David,Bhuvneshwar,Six,6
8,2,16.4, Tim David,Bhuvneshwar,Boundary,4
8,2,16.5, Tim David,Bhuvneshwar,Six,6
8,2,16.6, Tim David,Bhuvneshwar,Single,1
8,2,17.1, Tim David,Unadkat,Boundary,4
8,2,17.2, Tim David,Unadkat,Single,1
8,2,17.3, Hardik Pandya,Unadkat,Single,1
8,2,17.4, Tim David,Unadkat,Six,6
8,2,17.4, Tim David,Unadkat,Extra_W,1
8,2,17.5, Tim David,Unadkat,Single,1
8,2,17.6, Hardik Pandya,Unadkat,Wicket,0
8,2,18.1, Tim David,Cummins,Single,1
8,2,18.2, Shepherd,Cummins,Single,1
8,2,18.3, Tim David,Cummins,Double,2
8,2,18.4, Tim David,Cummins,Dot,0
8,2,18.5, Tim David,Cummins,Double,2
8,2,18.6, Tim David,Cummins,Single,1
8,2,19.1, Tim David,Markande,Single,1
8,2,19.2, Shepherd,Markande,Six,6
8,2,19.3, Shepherd,Markande,Dot,0
8,2,19.4, Shepherd,Markande,Boundary,4
8,2,19.5, Shepherd,Markande,Boundary,4
8,2,19.6, Shepherd,Markande,Dot,0
9,1,0.1, Jaiswal,Khaleel Ahmed,Dot,0
9,1,0.2, Jaiswal,Khaleel Ahmed,Single,1
9,1,0.3, Buttler,Khaleel Ahmed,Dot,0
9,1,0.4, Buttler,Khaleel Ahmed,Double,2
9,1,0.5, Buttler,Khaleel Ahmed,Single,1
9,1,0.6, Jaiswal,Khaleel Ahmed,Dot,0
9,1,1.1, Buttler,Mukesh Kumar,Single,1
9,1,1.2, Jaiswal,Mukesh Kumar,Boundary,4
9,1,1.3, Jaiswal,Mukesh Kumar,Dot,0
9,1,1.4, Jaiswal,Mukesh Kumar,Dot,0
9,1,1.5, Jaiswal,Mukesh Kumar,Wicket,0
9,1,1.6, Samson,Mukesh Kumar,Dot,0
9,1,2.1, Buttler,Khaleel Ahmed,Dot,0
9,1,2.2, Buttler,Khaleel Ahmed,Single,1
9,1,2.3, Samson,Khaleel Ahmed,Dot,0
9,1,2.4, Samson,Khaleel Ahmed,Dot,0
9,1,2.4, Samson,Khaleel Ahmed,Extra_W,1
9,1,2.5, Samson,Khaleel Ahmed,Dot,0
9,1,2.6, Samson,Khaleel Ahmed,Single,1
9,1,3.1, Samson,Mukesh Kumar,Boundary,4
9,1,3.2, Samson,Mukesh Kumar,Boundary,4
9,1,3.3, Samson,Mukesh Kumar,Boundary,4
9,1,3.4, Samson,Mukesh Kumar,Single,1
9,1,3.5, Buttler,Mukesh Kumar,Dot,0
9,1,3.6, Buttler,Mukesh Kumar,Single,1
9,1,4.1, Buttler,Nortje,Single,1
9,1,4.2, Samson,Nortje,Dot,0
9,1,4.3, Samson,Nortje,Single,1
9,1,4.4, Buttler,Nortje,Single,1
9,1,4.5, Samson,Nortje,Dot,0
9,1,4.6, Samson,Nortje,Dot,0
9,1,5.1, Buttler,Khaleel Ahmed,Single,1
9,1,5.2, Samson,Khaleel Ahmed,Wicket,0
9,1,5.3, Riyan Parag,Khaleel Ahmed,Dot,0
9,1,5.4, Riyan Parag,Khaleel Ahmed,Dot,0
9,1,5.5, Riyan Parag,Khaleel Ahmed,Dot,0
9,1,5.6, Riyan Parag,Khaleel Ahmed,Dot,0
9,1,5.6, Riyan Parag,Khaleel Ahmed,Extra_W,1
9,1,6.1, Buttler,Axar,Single,1
9,1,6.2, Riyan Parag,Axar,Single,1
9,1,6.3, Buttler,Axar,Single,1
9,1,6.4, Riyan Parag,Axar,Single,1
9,1,6.5, Buttler,Axar,Dot,0
9,1,6.6, Buttler,Axar,Dot,0
9,1,7.1, Riyan Parag,Kuldeep Yadav,Single,1
9,1,7.2, Buttler,Kuldeep Yadav,Wicket,0
9,1,7.3, Ashwin,Kuldeep Yadav,Dot,0
9,1,7.4, Ashwin,Kuldeep Yadav,Single,1
9,1,7.5, Riyan Parag,Kuldeep Yadav,Dot,0
9,1,7.6, Riyan Parag,Kuldeep Yadav,Single,1
9,1,8.1, Riyan Parag,Axar,Single,1
9,1,8.2, Ashwin,Axar,Single,1
9,1,8.3, Riyan Parag,Axar,Single,1
9,1,8.4, Ashwin,Axar,Single,1
9,1,8.5, Riyan Parag,Axar,Boundary,4
9,1,8.6, Riyan Parag,Axar,Dot,0
9,1,9.1, Ashwin,Kuldeep Yadav,Single,1
9,1,9.2, Riyan Parag,Kuldeep Yadav,Single,1
9,1,9.3, Ashwin,Kuldeep Yadav,Single,1
9,1,9.3, Ashwin,Kuldeep Yadav,Extra_W,1
9,1,9.4, Riyan Parag,Kuldeep Yadav,Single,1
9,1,9.5, Ashwin,Kuldeep Yadav,Six,6
9,1,9.6, Ashwin,Kuldeep Yadav,Single,1
9,1,10.1, Ashwin,Nortje,Six,6
9,1,10.2, Ashwin,Nortje,Single,1
9,1,10.3, Riyan Parag,Nortje,Single,1
9,1,10.4, Ashwin,Nortje,Six,6
9,1,10.5, Ashwin,Nortje,Single,1
9,1,10.6, Riyan Parag,Nortje,Dot,0
9,1,11.1, Ashwin,Axar,Dot,0
9,1,11.2, Ashwin,Axar,Dot,0
9,1,11.3, Ashwin,Axar,Single,1
9,1,11.4, Riyan Parag,Axar,Single,1
9,1,11.5, Ashwin,Axar,Single,1
9,1,11.6, Riyan Parag,Axar,Single,1
9,1,12.1, Riyan Parag,Kuldeep Yadav,Single,1
9,1,12.2, Ashwin,Kuldeep Yadav,Single,1
9,1,12.3, Riyan Parag,Kuldeep Yadav,Six,6
9,1,12.4, Riyan Parag,Kuldeep Yadav,Dot,0
9,1,12.4, Riyan Parag,Kuldeep Yadav,Extra_W,1
9,1,12.5, Riyan Parag,Kuldeep Yadav,Double,2
9,1,12.6, Riyan Parag,Kuldeep Yadav,Dot,0
9,1,13.1, Ashwin,Axar,Single,1
9,1,13.2, Riyan Parag,Axar,Single,1
9,1,13.3, Ashwin,Axar,Wicket,0
9,1,13.4, Dhruv Jurel,Axar,Single,1
9,1,13.5, Riyan Parag,Axar,Single,1
9,1,13.6, Dhruv Jurel,Axar,Single,1
9,1,14.1, Dhruv Jurel,Khaleel Ahmed,Dot,0
9,1,14.2, Dhruv Jurel,Khaleel Ahmed,Single,1
9,1,14.3, Riyan Parag,Khaleel Ahmed,Six,6
9,1,14.4, Riyan Parag,Khaleel Ahmed,Boundary,4
9,1,14.5, Riyan Parag,Khaleel Ahmed,Boundary,4
9,1,14.6, Riyan Parag,Khaleel Ahmed,Dot,0
9,1,15.1, Dhruv Jurel,Mukesh Kumar,Boundary,4
9,1,15.2, Dhruv Jurel,Mukesh Kumar,Single,1
9,1,15.3, Riyan Parag,Mukesh Kumar,Dot,0
9,1,15.4, Riyan Parag,Mukesh Kumar,Boundary,4
9,1,15.5, Riyan Parag,Mukesh Kumar,Dot,0
9,1,15.6, Riyan Parag,Mukesh Kumar,Six,6
9,1,16.1, Dhruv Jurel,Kuldeep Yadav,Single,1
9,1,16.2, Riyan Parag,Kuldeep Yadav,Single,1
9,1,16.3, Dhruv Jurel,Kuldeep Yadav,Boundary,4
9,1,16.4, Dhruv Jurel,Kuldeep Yadav,Double,2
9,1,16.5, Dhruv Jurel,Kuldeep Yadav,Single,1
9,1,16.6, Riyan Parag,Kuldeep Yadav,Six,6
9,1,17.1, Dhruv Jurel,Nortje,Boundary,4
9,1,17.2, Dhruv Jurel,Nortje,Wicket,0
9,1,17.3, Hetmyer,Nortje,Single,1
9,1,17.4, Riyan Parag,Nortje,Dot,0
9,1,17.5, Riyan Parag,Nortje,Single,1
9,1,17.6, Hetmyer,Nortje,Single,1
9,1,18.1, Hetmyer,Mukesh Kumar,Single,1
9,1,18.1, Hetmyer,Mukesh Kumar,Extra_W,1
9,1,18.2, Riyan Parag,Mukesh Kumar,Single,1
9,1,18.3, Hetmyer,Mukesh Kumar,Six,6
9,1,18.4, Hetmyer,Mukesh Kumar,Boundary,4
9,1,18.5, Hetmyer,Mukesh Kumar,Dot,0
9,1,18.6, Hetmyer,Mukesh Kumar,Double,2
9,1,19.1, Riyan Parag,Nortje,Boundary,4
9,1,19.2, Riyan Parag,Nortje,Boundary,4
9,1,19.3, Riyan Parag,Nortje,Six,6
9,1,19.4, Riyan Parag,Nortje,Boundary,4
9,1,19.5, Riyan Parag,Nortje,Six,6
9,1,19.6, Riyan Parag,Nortje,Single,1
9,2,0.1, Warner,Boult,Dot,0
9,2,0.2, Warner,Boult,Dot,0
9,2,0.3, Warner,Boult,Dot,0
9,2,0.4, Warner,Boult,Dot,0
9,2,0.5, Warner,Boult,Single,1
9,2,0.6, Mitchell Marsh,Boult,Single,1
9,2,1.1, Mitchell Marsh,Nandre Burger,Boundary,4
9,2,1.2, Mitchell Marsh,Nandre Burger,Dot,0
9,2,1.3, Mitchell Marsh,Nandre Burger,Boundary,4
9,2,1.4, Mitchell Marsh,Nandre Burger,Boundary,4
9,2,1.5, Mitchell Marsh,Nandre Burger,Dot,0
9,2,1.6, Mitchell Marsh,Nandre Burger,Single,1
9,2,2.1, Mitchell Marsh,Boult,Single,1
9,2,2.2, Warner,Boult,Boundary,4
9,2,2.3, Warner,Boult,Single,1
9,2,2.4, Mitchell Marsh,Boult,Boundary,4
9,2,2.5, Mitchell Marsh,Boult,Dot,0
9,2,2.6, Mitchell Marsh,Boult,Boundary,4
9,2,3.1, Warner,Nandre Burger,Single,1
9,2,3.2, Mitchell Marsh,Nandre Burger,Wicket,0
9,2,3.3, Bhui,Nandre Burger,Dot,0
9,2,3.4, Bhui,Nandre Burger,Wicket,0
9,2,3.5, Pant,Nandre Burger,Boundary,4
9,2,3.6, Pant,Nandre Burger,Dot,0
9,2,4.1, Warner,Boult,Six,6
9,2,4.2, Warner,Boult,Dot,0
9,2,4.3, Warner,Boult,Dot,0
9,2,4.4, Warner,Boult,Six,6
9,2,4.5, Warner,Boult,Single,1
9,2,4.6, Pant,Boult,Dot,0
9,2,5.1, Warner,Nandre Burger,Boundary,4
9,2,5.2, Warner,Nandre Burger,Six,6
9,2,5.3, Warner,Nandre Burger,Single,1
9,2,5.4, Pant,Nandre Burger,Dot,0
9,2,5.5, Pant,Nandre Burger,Dot,0
9,2,5.6, Pant,Nandre Burger,Single,1
9,2,6.1, Pant,Ashwin,Single,1
9,2,6.2, Warner,Ashwin,Dot,0
9,2,6.3, Warner,Ashwin,Dot,0
9,2,6.4, Warner,Ashwin,Single,1
9,2,6.5, Pant,Ashwin,Single,1
9,2,6.6, Warner,Ashwin,Single,1
9,2,7.1, Warner,Avesh Khan,Boundary,4
9,2,7.2, Warner,Avesh Khan,Boundary,4
9,2,7.3, Warner,Avesh Khan,Single,1
9,2,7.4, Pant,Avesh Khan,Single,1
9,2,7.5, Warner,Avesh Khan,Dot,0
9,2,7.6, Warner,Avesh Khan,Dot,0
9,2,8.1, Pant,Ashwin,Dot,0
9,2,8.2, Pant,Ashwin,Dot,0
9,2,8.3, Pant,Ashwin,Boundary,4
9,2,8.4, Pant,Ashwin,Single,1
9,2,8.5, Warner,Ashwin,Single,1
9,2,8.6, Pant,Ashwin,Single,1
9,2,9.1, Pant,Chahal,Single,1
9,2,9.2, Warner,Chahal,Dot,0
9,2,9.3, Warner,Chahal,Single,1
9,2,9.4, Pant,Chahal,Six,6
9,2,9.5, Pant,Chahal,Dot,0
9,2,9.6, Pant,Chahal,Single,1
9,2,10.1, Pant,Sandeep Sharma,Single,1
9,2,10.2, Warner,Sandeep Sharma,Dot,0
9,2,10.3, Warner,Sandeep Sharma,Dot,0
9,2,10.4, Warner,Sandeep Sharma,Single,1
9,2,10.5, Pant,Sandeep Sharma,Single,1
9,2,10.6, Warner,Sandeep Sharma,Single,1
9,2,11.1, Warner,Avesh Khan,Boundary,4
9,2,11.2, Warner,Avesh Khan,Wicket,0
9,2,11.3, Tristan Stubbs,Avesh Khan,Single,1
9,2,11.4, Pant,Avesh Khan,Dot,0
9,2,11.5, Pant,Avesh Khan,Single,1
9,2,11.6, Tristan Stubbs,Avesh Khan,Dot,0
9,2,12.1, Pant,Sandeep Sharma,Single,1
9,2,12.2, Tristan Stubbs,Sandeep Sharma,Single,1
9,2,12.3, Pant,Sandeep Sharma,Single,1
9,2,12.4, Tristan Stubbs,Sandeep Sharma,Single,1
9,2,12.5, Pant,Sandeep Sharma,Single,1
9,2,12.5, Pant,Sandeep Sharma,Extra_W,1
9,2,12.6, Tristan Stubbs,Sandeep Sharma,Dot,0
9,2,13.1, Pant,Chahal,Wicket,0
9,2,13.2, Abishek Porel,Chahal,Dot,0
9,2,13.3, Abishek Porel,Chahal,Dot,0
9,2,13.4, Abishek Porel,Chahal,Single,1
9,2,13.5, Tristan Stubbs,Chahal,Single,1
9,2,13.6, Abishek Porel,Chahal,Double,2
9,2,14.1, Tristan Stubbs,Sandeep Sharma,Boundary,4
9,2,14.1, Tristan Stubbs,Sandeep Sharma,Extra_W,1
9,2,14.2, Tristan Stubbs,Sandeep Sharma,Single,1
9,2,14.3, Abishek Porel,Sandeep Sharma,Double,2
9,2,14.4, Abishek Porel,Sandeep Sharma,Single,1
9,2,14.5, Tristan Stubbs,Sandeep Sharma,Single,1
9,2,14.6, Abishek Porel,Sandeep Sharma,Single,1
9,2,15.1, Abishek Porel,Chahal,Double,2
9,2,15.2, Abishek Porel,Chahal,Dot,0
9,2,15.3, Abishek Porel,Chahal,Wicket,0
9,2,15.4, Axar,Chahal,Double,2
9,2,15.5, Axar,Chahal,Single,1
9,2,15.6, Tristan Stubbs,Chahal,Single,1
9,2,16.1, Tristan Stubbs,Ashwin,Double,2
9,2,16.2, Tristan Stubbs,Ashwin,Single,1
9,2,16.3, Axar,Ashwin,Single,1
9,2,16.3, Axar,Ashwin,Extra_W,1
9,2,16.4, Tristan Stubbs,Ashwin,Double,2
9,2,16.5, Tristan Stubbs,Ashwin,Six,6
9,2,16.6, Tristan Stubbs,Ashwin,Six,6
9,2,17.1, Axar,Avesh Khan,Boundary,4
9,2,17.2, Axar,Avesh Khan,Dot,0
9,2,17.3, Axar,Avesh Khan,Single,1
9,2,17.3, Axar,Avesh Khan,Extra_W,1
9,2,17.4, Tristan Stubbs,Avesh Khan,Single,1
9,2,17.5, Axar,Avesh Khan,Single,1
9,2,17.6, Tristan Stubbs,Avesh Khan,Single,1
9,2,18.1, Tristan Stubbs,Sandeep Sharma,Six,6
9,2,18.2, Tristan Stubbs,Sandeep Sharma,Boundary,4
9,2,18.3, Tristan Stubbs,Sandeep Sharma,Single,1
9,2,18.4, Axar,Sandeep Sharma,Single,1
9,2,18.5, Tristan Stubbs,Sandeep Sharma,Single,1
9,2,18.6, Axar,Sandeep Sharma,Double,2
9,2,19.1, Tristan Stubbs,Avesh Khan,Single,1
9,2,19.2, Axar,Avesh Khan,Dot,0
9,2,19.3, Axar,Avesh Khan,Single,1
9,2,19.4, Tristan Stubbs,Avesh Khan,Single,1
9,2,19.5, Axar,Avesh Khan,Dot,0
9,2,19.6, Axar,Avesh Khan,Single,1
10,1,0.1, Kohli,Starc,Boundary,4
10,1,0.2, Kohli,Starc,Single,1
10,1,0.3, du Plessis,Starc,Single,1
10,1,0.4, Kohli,Starc,Single,1
10,1,0.5, du Plessis,Starc,Dot,0
10,1,0.6, du Plessis,Starc,Dot,0
10,1,1.1, Kohli,Harshit Rana,Dot,0
10,1,1.2, Kohli,Harshit Rana,Single,1
10,1,1.3, du Plessis,Harshit Rana,Single,1
10,1,1.3, du Plessis,Harshit Rana,Extra_W,1
10,1,1.4, Kohli,Harshit Rana,Single,1
10,1,1.5, du Plessis,Harshit Rana,Six,6
10,1,1.6, du Plessis,Harshit Rana,Wicket,0
10,1,2.1, Kohli,Starc,Dot,0
10,1,2.2, Kohli,Starc,Six,6
10,1,2.3, Kohli,Starc,Boundary,4
10,1,2.4, Kohli,Starc,Double,2
10,1,2.5, Kohli,Starc,Single,1
10,1,2.6, Green,Starc,Boundary,4
10,1,3.1, Kohli,Harshit Rana,Double,2
10,1,3.2, Kohli,Harshit Rana,Double,2
10,1,3.3, Kohli,Harshit Rana,Dot,0
10,1,3.4, Kohli,Harshit Rana,Single,1
10,1,3.5, Green,Harshit Rana,Dot,0
10,1,3.6, Green,Harshit Rana,Boundary,4
10,1,4.1, Kohli,Anukul Roy,Dot,0
10,1,4.2, Kohli,Anukul Roy,Single,1
10,1,4.3, Green,Anukul Roy,Double,2
10,1,4.4, Green,Anukul Roy,Dot,0
10,1,4.5, Green,Anukul Roy,Dot,0
10,1,4.6, Green,Anukul Roy,Dot,0
10,1,5.1, Kohli,Narine,Single,1
10,1,5.2, Green,Narine,Dot,0
10,1,5.3, Green,Narine,Dot,0
10,1,5.4, Green,Narine,Boundary,4
10,1,5.5, Green,Narine,Boundary,4
10,1,5.6, Green,Narine,Six,6
10,1,6.1, Kohli,Anukul Roy,Single,1
10,1,6.2, Green,Anukul Roy,Dot,0
10,1,6.3, Green,Anukul Roy,Dot,0
10,1,6.4, Green,Anukul Roy,Dot,0
10,1,6.5, Green,Anukul Roy,Single,1
10,1,6.6, Kohli,Anukul Roy,Single,1
10,1,7.1, Kohli,Narine,Single,1
10,1,7.2, Green,Narine,Single,1
10,1,7.3, Kohli,Narine,Double,2
10,1,7.4, Kohli,Narine,Dot,0
10,1,7.5, Kohli,Narine,Six,6
10,1,7.6, Kohli,Narine,Dot,0
10,1,8.1, Green,Russell,Single,1
10,1,8.2, Kohli,Russell,Dot,0
10,1,8.3, Kohli,Russell,Single,1
10,1,8.4, Green,Russell,Dot,0
10,1,8.5, Green,Russell,Six,6
10,1,8.6, Green,Russell,Wicket,0
10,1,9.1, Kohli,Chakaravarthy,Single,1
10,1,9.2, Maxwell,Chakaravarthy,Single,1
10,1,9.3, Kohli,Chakaravarthy,Dot,0
10,1,9.4, Kohli,Chakaravarthy,Dot,0
10,1,9.5, Kohli,Chakaravarthy,Single,1
10,1,9.6, Maxwell,Chakaravarthy,Dot,0
10,1,10.1, Kohli,Russell,Dot,0
10,1,10.2, Kohli,Russell,Dot,0
10,1,10.3, Kohli,Russell,Single,1
10,1,10.4, Maxwell,Russell,Dot,0
10,1,10.5, Maxwell,Russell,Dot,0
10,1,10.6, Maxwell,Russell,Single,1
10,1,11.1, Maxwell,Chakaravarthy,Single,1
10,1,11.2, Kohli,Chakaravarthy,Six,6
10,1,11.3, Kohli,Chakaravarthy,Single,1
10,1,11.4, Maxwell,Chakaravarthy,Boundary,4
10,1,11.5, Maxwell,Chakaravarthy,Boundary,4
10,1,11.6, Maxwell,Chakaravarthy,Single,1
10,1,12.1, Maxwell,Narine,Dot,0
10,1,12.2, Maxwell,Narine,Single,1
10,1,12.3, Kohli,Narine,Single,1
10,1,12.4, Maxwell,Narine,Single,1
10,1,12.5, Kohli,Narine,Single,1
10,1,12.6, Maxwell,Narine,Single,1
10,1,13.1, Maxwell,Harshit Rana,Single,1
10,1,13.2, Kohli,Harshit Rana,Single,1
10,1,13.3, Maxwell,Harshit Rana,Six,6
10,1,13.4, Maxwell,Harshit Rana,Double,2
10,1,13.5, Maxwell,Harshit Rana,Boundary,4
10,1,13.6, Maxwell,Harshit Rana,Single,1
10,1,14.1, Maxwell,Narine,Wicket,0
10,1,14.2, Rajat Patidar,Narine,Single,1
10,1,14.3, Kohli,Narine,Double,2
10,1,14.4, Kohli,Narine,Boundary,4
10,1,14.5, Kohli,Narine,Double,2
10,1,14.6, Kohli,Narine,Single,1
10,1,15.1, Kohli,Starc,Dot,0
10,1,15.2, Kohli,Starc,Dot,0
10,1,15.3, Kohli,Starc,Single,1
10,1,15.4, Rajat Patidar,Starc,Single,1
10,1,15.5, Kohli,Starc,Dot,0
10,1,15.6, Kohli,Starc,Boundary,4
10,1,15.6, Kohli,Starc,Extra_W,1
10,1,16.1, Rajat Patidar,Russell,Single,1
10,1,16.2, Kohli,Russell,Single,1
10,1,16.3, Rajat Patidar,Russell,Wicket,0
10,1,16.3, Rajat Patidar,Russell,Extra_W,1
10,1,16.4, Anuj Rawat,Russell,Double,2
10,1,16.5, Anuj Rawat,Russell,Single,1
10,1,16.6, Kohli,Russell,Single,1
10,1,17.1, Kohli,Harshit Rana,Double,2
10,1,17.2, Kohli,Harshit Rana,Single,1
10,1,17.3, Anuj Rawat,Harshit Rana,Wicket,0
10,1,17.4, Karthik,Harshit Rana,Single,1
10,1,17.5, Kohli,Harshit Rana,Dot,0
10,1,17.6, Kohli,Harshit Rana,Single,1
10,1,18.1, Kohli,Russell,Single,1
10,1,18.2, Karthik,Russell,Dot,0
10,1,18.3, Karthik,Russell,Dot,0
10,1,18.4, Karthik,Russell,Six,6
10,1,18.5, Karthik,Russell,Dot,0
10,1,18.6, Karthik,Russell,Six,6
10,1,19.1, Kohli,Starc,Double,2
10,1,19.2, Kohli,Starc,Six,6
10,1,19.3, Kohli,Starc,Single,1
10,1,19.4, Karthik,Starc,Six,6
10,1,19.5, Karthik,Starc,Single,1
10,1,19.6, Kohli,Starc,Wicket,0
10,2,0.1, Philip Salt,Siraj,Dot,0
10,2,0.2, Philip Salt,Siraj,Six,6
10,2,0.3, Philip Salt,Siraj,Boundary,4
10,2,0.4, Philip Salt,Siraj,Single,1
10,2,0.5, Narine,Siraj,Single,1
10,2,0.6, Philip Salt,Siraj,Six,6
10,2,1.1, Narine,Yash Dayal,Single,1
10,2,1.2, Philip Salt,Yash Dayal,Single,1
10,2,1.3, Narine,Yash Dayal,Double,2
10,2,1.4, Narine,Yash Dayal,Boundary,4
10,2,1.4, Narine,Yash Dayal,Extras_W,5
10,2,1.5, Narine,Yash Dayal,Single,1
10,2,1.6, Philip Salt,Yash Dayal,Dot,0
10,2,2.1, Narine,Alzarri Joseph,Double,2
10,2,2.2, Narine,Alzarri Joseph,Dot,0
10,2,2.3, Narine,Alzarri Joseph,Dot,0
10,2,2.4, Narine,Alzarri Joseph,Six,6
10,2,2.5, Narine,Alzarri Joseph,Dot,0
10,2,2.6, Narine,Alzarri Joseph,Six,6
10,2,3.1, Philip Salt,Yash Dayal,Dot,0
10,2,3.2, Philip Salt,Yash Dayal,Dot,0
10,2,3.3, Philip Salt,Yash Dayal,Boundary,4
10,2,3.4, Philip Salt,Yash Dayal,Double,2
10,2,3.5, Philip Salt,Yash Dayal,Dot,0
10,2,3.6, Philip Salt,Yash Dayal,Single,1
10,2,4.1, Philip Salt,Siraj,Single,1
10,2,4.2, Narine,Siraj,Single,1
10,2,4.3, Philip Salt,Siraj,Single,1
10,2,4.4, Narine,Siraj,Dot,0
10,2,4.5, Narine,Siraj,Six,6
10,2,4.6, Narine,Siraj,Double,2
10,2,5.1, Philip Salt,Yash Dayal,Single,1
10,2,5.2, Narine,Yash Dayal,Boundary,4
10,2,5.3, Narine,Yash Dayal,Six,6
10,2,5.4, Narine,Yash Dayal,Six,6
10,2,5.5, Narine,Yash Dayal,Boundary,4
10,2,5.6, Narine,Yash Dayal,Dot,0
10,2,6.1, Philip Salt,Mayank Dagar,Single,1
10,2,6.2, Narine,Mayank Dagar,Dot,0
10,2,6.3, Narine,Mayank Dagar,Wicket,0
10,2,6.4, Venkatesh Iyer,Mayank Dagar,Dot,0
10,2,6.5, Venkatesh Iyer,Mayank Dagar,Double,2
10,2,6.6, Venkatesh Iyer,Mayank Dagar,Single,1
10,2,7.1, Venkatesh Iyer,Vijaykumar Vyshak,Single,1
10,2,7.2, Philip Salt,Vijaykumar Vyshak,Single,1
10,2,7.3, Venkatesh Iyer,Vijaykumar Vyshak,Single,1
10,2,7.4, Philip Salt,Vijaykumar Vyshak,Dot,0
10,2,7.5, Philip Salt,Vijaykumar Vyshak,Wicket,0
10,2,7.6, Shreyas Iyer,Vijaykumar Vyshak,Single,1
10,2,8.1, Shreyas Iyer,Mayank Dagar,Single,1
10,2,8.2, Venkatesh Iyer,Mayank Dagar,Dot,0
10,2,8.3, Venkatesh Iyer,Mayank Dagar,Double,2
10,2,8.4, Venkatesh Iyer,Mayank Dagar,Six,6
10,2,8.5, Venkatesh Iyer,Mayank Dagar,Single,1
10,2,8.6, Shreyas Iyer,Mayank Dagar,Single,1
10,2,9.1, Shreyas Iyer,Vijaykumar Vyshak,Dot,0
10,2,9.2, Shreyas Iyer,Vijaykumar Vyshak,Dot,0
10,2,9.3, Shreyas Iyer,Vijaykumar Vyshak,Double,2
10,2,9.4, Shreyas Iyer,Vijaykumar Vyshak,Boundary,4
10,2,9.5, Shreyas Iyer,Vijaykumar Vyshak,Dot,0
10,2,9.6, Shreyas Iyer,Vijaykumar Vyshak,Double,2
10,2,10.1, Venkatesh Iyer,Alzarri Joseph,Dot,0
10,2,10.2, Venkatesh Iyer,Alzarri Joseph,Six,6
10,2,10.3, Venkatesh Iyer,Alzarri Joseph,Boundary,4
10,2,10.4, Venkatesh Iyer,Alzarri Joseph,Dot,0
10,2,10.5, Venkatesh Iyer,Alzarri Joseph,Six,6
10,2,10.6, Venkatesh Iyer,Alzarri Joseph,Boundary,4
10,2,11.1, Shreyas Iyer,Vijaykumar Vyshak,Single,1
10,2,11.2, Venkatesh Iyer,Vijaykumar Vyshak,Single,1
10,2,11.3, Shreyas Iyer,Vijaykumar Vyshak,Single,1
10,2,11.4, Venkatesh Iyer,Vijaykumar Vyshak,Single,1
10,2,11.5, Shreyas Iyer,Vijaykumar Vyshak,Single,1
10,2,11.6, Venkatesh Iyer,Vijaykumar Vyshak,Dot,0
10,2,12.1, Shreyas Iyer,Green,Single,1
10,2,12.2, Venkatesh Iyer,Green,Dot,0
10,2,12.3, Venkatesh Iyer,Green,Boundary,4
10,2,12.4, Venkatesh Iyer,Green,Dot,0
10,2,12.5, Venkatesh Iyer,Green,Single,1
10,2,12.6, Shreyas Iyer,Green,Single,1
10,2,13.1, Shreyas Iyer,Vijaykumar Vyshak,Single,1
10,2,13.2, Venkatesh Iyer,Vijaykumar Vyshak,Single,1
10,2,13.3, Shreyas Iyer,Vijaykumar Vyshak,Single,1
10,2,13.4, Venkatesh Iyer,Vijaykumar Vyshak,Single,1
10,2,13.5, Shreyas Iyer,Vijaykumar Vyshak,Single,1
10,2,13.6, Venkatesh Iyer,Vijaykumar Vyshak,Single,1
10,2,14.1, Venkatesh Iyer,Siraj,Six,6
10,2,14.2, Venkatesh Iyer,Siraj,Single,1
10,2,14.2, Venkatesh Iyer,Siraj,Extra_W,1
10,2,14.3, Shreyas Iyer,Siraj,Single,1
10,2,14.4, Venkatesh Iyer,Siraj,Dot,0
10,2,14.4, Venkatesh Iyer,Siraj,Extra_W,1
10,2,14.5, Venkatesh Iyer,Siraj,Single,1
10,2,14.6, Shreyas Iyer,Siraj,Six,6
10,2,15.1, Venkatesh Iyer,Yash Dayal,Wicket,0
