Match No,Innings,Over,Batter,Bowler,Action,Runs
1,1,0.1, Kohli,Chahar,Single,1
1,1,0.1, Kohli,Chahar,Extra_W,1
1,1,0.2, du Plessis,Chahar,Dot,0
1,1,0.3, du Plessis,Chahar,Dot,0
1,1,0.4, du Plessis,Chahar,Dot,0
1,1,0.5, du Plessis,Chahar,Boundary,4
1,1,0.6, du Plessis,Chahar,Single,1
1,1,1.1, du Plessis,Tushar Deshpande,Boundary,4
1,1,1.2, du Plessis,Tushar Deshpande,Dot,0
1,1,1.3, du Plessis,Tushar Deshpande,Boundary,4
1,1,1.4, du Plessis,Tushar Deshpande,Dot,0
1,1,1.5, du Plessis,Tushar Deshpande,Dot,0
1,1,1.6, du Plessis,Tushar Deshpande,Single,1
1,1,2.1, du Plessis,Chahar,Boundary,4
1,1,2.2, du Plessis,Chahar,Dot,0
1,1,2.2, du Plessis,Chahar,Extra_W,1
1,1,2.3, du Plessis,Chahar,Boundary,4
1,1,2.4, du Plessis,Chahar,Boundary,4
1,1,2.5, du Plessis,Chahar,Dot,0
1,1,2.6, du Plessis,Chahar,Boundary,4
1,1,3.1, Kohli,Theekshana,Dot,0
1,1,3.2, Kohli,Theekshana,Single,1
1,1,3.3, du Plessis,Theekshana,Dot,0
1,1,3.4, du Plessis,Theekshana,Single,1
1,1,3.5, Kohli,Theekshana,Single,1
1,1,3.6, du Plessis,Theekshana,Single,1
1,1,4.1, du Plessis,Mustafizur,Dot,0
1,1,4.2, du Plessis,Mustafizur,Boundary,4
1,1,4.3, du Plessis,Mustafizur,Wicket,0
1,1,4.4, Rajat Patidar,Mustafizur,Dot,0
1,1,4.5, Rajat Patidar,Mustafizur,Dot,0
1,1,4.6, Rajat Patidar,Mustafizur,Wicket,0
1,1,5.1, Kohli,Chahar,Dot,0
1,1,5.2, Kohli,Chahar,Single,1
1,1,5.3, Maxwell,Chahar,Wicket,0
1,1,5.4, Green,Chahar,Dot,0
1,1,5.5, Green,Chahar,Dot,0
1,1,5.6, Green,Chahar,Dot,0
1,1,6.1, Kohli,Jadeja,Single,1
1,1,6.2, Green,Jadeja,Double,2
1,1,6.3, Green,Jadeja,Dot,0
1,1,6.4, Green,Jadeja,Single,1
1,1,6.5, Kohli,Jadeja,Single,1
1,1,6.6, Green,Jadeja,Single,1
1,1,7.1, Green,Theekshana,Dot,0
1,1,7.2, Green,Theekshana,Single,1
1,1,7.3, Kohli,Theekshana,Double,2
1,1,7.4, Kohli,Theekshana,Single,1
1,1,7.5, Green,Theekshana,Double,2
1,1,7.6, Green,Theekshana,Single,1
1,1,8.1, Green,Jadeja,Single,1
1,1,8.2, Kohli,Jadeja,Single,1
1,1,8.3, Green,Jadeja,Single,1
1,1,8.4, Green,Jadeja,Boundary,4
1,1,8.5, Green,Jadeja,Single,1
1,1,8.6, Kohli,Jadeja,Single,1
1,1,9.1, Kohli,Theekshana,Double,2
1,1,9.2, Kohli,Theekshana,Six,6
1,1,9.3, Kohli,Theekshana,Single,1
1,1,9.4, Green,Theekshana,Single,1
1,1,9.5, Kohli,Theekshana,Single,1
1,1,9.6, Green,Theekshana,Single,1
1,1,10.1, Green,Jadeja,Dot,0
1,1,10.2, Green,Jadeja,Dot,0
1,1,10.3, Green,Jadeja,Single,1
1,1,10.4, Kohli,Jadeja,Dot,0
1,1,10.5, Kohli,Jadeja,Dot,0
1,1,10.6, Kohli,Jadeja,Dot,0
1,1,11.1, Green,Mustafizur,Single,1
1,1,11.2, Kohli,Mustafizur,Wicket,0
1,1,11.3, Anuj Rawat,Mustafizur,Single,1
1,1,11.4, Green,Mustafizur,Wicket,0
1,1,11.5, Karthik,Mustafizur,Dot,0
1,1,11.6, Karthik,Mustafizur,Single,1
1,1,12.1, Karthik,Tushar Deshpande,Dot,0
1,1,12.2, Karthik,Tushar Deshpande,Single,1
1,1,12.3, Anuj Rawat,Tushar Deshpande,Dot,0
1,1,12.4, Karthik,Tushar Deshpande,Dot,0
1,1,12.5, Karthik,Tushar Deshpande,Single,1
1,1,12.6, Anuj Rawat,Tushar Deshpande,Single,1
1,1,13.1, Anuj Rawat,Jadeja,Single,1
1,1,13.2, Karthik,Jadeja,Single,1
1,1,13.3, Anuj Rawat,Jadeja,Double,2
1,1,13.4, Anuj Rawat,Jadeja,Single,1
1,1,13.5, Karthik,Jadeja,Single,1
1,1,13.6, Anuj Rawat,Jadeja,Single,1
1,1,14.1, Anuj Rawat,Chahar,Boundary,4
1,1,14.2, Anuj Rawat,Chahar,Single,1
1,1,14.3, Karthik,Chahar,Single,1
1,1,14.4, Anuj Rawat,Chahar,Single,1
1,1,14.5, Karthik,Chahar,Single,1
1,1,14.6, Anuj Rawat,Chahar,Boundary,4
1,1,15.1, Karthik,Theekshana,Boundary,4
1,1,15.2, Karthik,Theekshana,Single,1
1,1,15.3, Anuj Rawat,Theekshana,Single,1
1,1,15.4, Karthik,Theekshana,Single,1
1,1,15.5, Anuj Rawat,Theekshana,Single,1
1,1,15.6, Karthik,Theekshana,Six,6
1,1,16.1, Anuj Rawat,Mustafizur,Dot,0
1,1,16.2, Anuj Rawat,Mustafizur,Boundary,4
1,1,16.3, Anuj Rawat,Mustafizur,Dot,0
1,1,16.4, Anuj Rawat,Mustafizur,Single,1
1,1,16.5, Karthik,Mustafizur,Single,1
1,1,16.5, Karthik,Mustafizur,Extra_W,1
1,1,16.6, Anuj Rawat,Mustafizur,Dot,0
1,1,17.1, Karthik,Tushar Deshpande,Six,6
1,1,17.1, Karthik,Tushar Deshpande,Extra_W,1
1,1,17.2, Karthik,Tushar Deshpande,Single,1
1,1,17.2, Karthik,Tushar Deshpande,Extra_W,1
1,1,17.3, Anuj Rawat,Tushar Deshpande,Six,6
1,1,17.4, Anuj Rawat,Tushar Deshpande,Dot,0
1,1,17.5, Anuj Rawat,Tushar Deshpande,Six,6
1,1,17.6, Anuj Rawat,Tushar Deshpande,Boundary,4
1,1,18.1, Karthik,Mustafizur,Double,2
1,1,18.2, Karthik,Mustafizur,Single,1
1,1,18.3, Anuj Rawat,Mustafizur,Six,6
1,1,18.4, Anuj Rawat,Mustafizur,Single,1
1,1,18.5, Karthik,Mustafizur,Boundary,4
1,1,18.6, Karthik,Mustafizur,Single,1
1,1,18.6, Karthik,Mustafizur,Extra_W,1
1,1,19.1, Karthik,Tushar Deshpande,Dot,0
1,1,19.1, Karthik,Tushar Deshpande,Extra_W,1
1,1,19.2, Karthik,Tushar Deshpande,Dot,0
1,1,19.3, Karthik,Tushar Deshpande,Single,1
1,1,19.3, Karthik,Tushar Deshpande,Extra_W,1
1,1,19.4, Anuj Rawat,Tushar Deshpande,Dot,0
1,1,19.5, Karthik,Tushar Deshpande,Boundary,4
1,1,19.5, Anuj Rawat,Tushar Deshpande,Extras_W,2
1,1,19.6, Karthik,Tushar Deshpande,Wicket,0
1,2,0.1, Gaikwad,Siraj,Boundary,4
1,2,0.2, Gaikwad,Siraj,Dot,0
1,2,0.3, Gaikwad,Siraj,Dot,0
1,2,0.4, Gaikwad,Siraj,Dot,0
1,2,0.5, Gaikwad,Siraj,Boundary,4
1,2,0.6, Gaikwad,Siraj,Dot,0
1,2,1.1, Ravindra,Yash Dayal,Boundary,4
1,2,1.2, Ravindra,Yash Dayal,Single,1
1,2,1.3, Gaikwad,Yash Dayal,Dot,0
1,2,1.4, Gaikwad,Yash Dayal,Dot,0
1,2,1.5, Gaikwad,Yash Dayal,Dot,0
1,2,1.6, Gaikwad,Yash Dayal,Dot,0
1,2,2.1, Ravindra,Siraj,Boundary,4
1,2,2.1, Ravindra,Siraj,Extra_W,1
1,2,2.2, Ravindra,Siraj,Single,1
1,2,2.3, Gaikwad,Siraj,Single,1
1,2,2.4, Ravindra,Siraj,Single,1
1,2,2.5, Gaikwad,Siraj,Single,1
1,2,2.6, Ravindra,Siraj,Six,6
1,2,3.1, Gaikwad,Yash Dayal,Single,1
1,2,3.2, Ravindra,Yash Dayal,Boundary,4
1,2,3.3, Ravindra,Yash Dayal,Dot,0
1,2,3.4, Ravindra,Yash Dayal,Single,1
1,2,3.5, Gaikwad,Yash Dayal,Boundary,4
1,2,3.6, Gaikwad,Yash Dayal,Wicket,0
1,2,4.1, Ravindra,Alzarri Joseph,Six,6
1,2,4.2, Ravindra,Alzarri Joseph,Single,1
1,2,4.3, Rahane,Alzarri Joseph,Dot,0
1,2,4.4, Rahane,Alzarri Joseph,Single,1
1,2,4.5, Ravindra,Alzarri Joseph,Double,2
1,2,4.5, Ravindra,Alzarri Joseph,Extra_W,1
1,2,4.6, Ravindra,Alzarri Joseph,Dot,0
1,2,5.1, Rahane,Yash Dayal,Dot,0
1,2,5.2, Rahane,Yash Dayal,Dot,0
1,2,5.3, Rahane,Yash Dayal,Six,6
1,2,5.4, Rahane,Yash Dayal,Double,2
1,2,5.5, Rahane,Yash Dayal,Double,2
1,2,5.6, Rahane,Yash Dayal,Triple,3
1,2,6.1, Rahane,Karn Sharma,Dot,0
1,2,6.2, Rahane,Karn Sharma,Double,2
1,2,6.3, Rahane,Karn Sharma,Dot,0
1,2,6.4, Rahane,Karn Sharma,Single,1
1,2,6.5, Ravindra,Karn Sharma,Six,6
1,2,6.6, Ravindra,Karn Sharma,Wicket,0
1,2,7.1, Rahane,Mayank Dagar,Single,1
1,2,7.2, Mitchell,Mayank Dagar,Dot,0
1,2,7.3, Mitchell,Mayank Dagar,Dot,0
1,2,7.4, Mitchell,Mayank Dagar,Dot,0
1,2,7.5, Mitchell,Mayank Dagar,Single,1
1,2,7.6, Rahane,Mayank Dagar,Dot,0
1,2,8.1, Mitchell,Karn Sharma,Dot,0
1,2,8.2, Mitchell,Karn Sharma,Six,6
1,2,8.3, Mitchell,Karn Sharma,Six,6
1,2,8.4, Mitchell,Karn Sharma,Single,1
1,2,8.5, Rahane,Karn Sharma,Single,1
1,2,8.6, Mitchell,Karn Sharma,Single,1
1,2,9.1, Mitchell,Mayank Dagar,Single,1
1,2,9.2, Rahane,Mayank Dagar,Single,1
1,2,9.3, Mitchell,Mayank Dagar,Dot,0
1,2,9.4, Mitchell,Mayank Dagar,Dot,0
1,2,9.5, Mitchell,Mayank Dagar,Single,1
1,2,9.6, Rahane,Mayank Dagar,Single,1
1,2,10.1, Rahane,Green,Six,6
1,2,10.1, Rahane,Green,Extra_W,1
1,2,10.2, Rahane,Green,Wicket,0
1,2,10.3, Shivam Dube,Green,Single,1
1,2,10.4, Mitchell,Green,Single,1
1,2,10.5, Shivam Dube,Green,Dot,0
1,2,10.6, Shivam Dube,Green,Single,1
1,2,11.1, Shivam Dube,Alzarri Joseph,Single,1
1,2,11.2, Mitchell,Alzarri Joseph,Single,1
1,2,11.3, Shivam Dube,Alzarri Joseph,Single,1
1,2,11.4, Mitchell,Alzarri Joseph,Single,1
1,2,11.5, Shivam Dube,Alzarri Joseph,Single,1
1,2,11.6, Mitchell,Alzarri Joseph,Double,2
1,2,12.1, Shivam Dube,Green,Dot,0
1,2,12.2, Shivam Dube,Green,Single,1
1,2,12.3, Mitchell,Green,Wicket,0
1,2,12.4, Jadeja,Green,Dot,0
1,2,12.5, Jadeja,Green,Double,2
1,2,12.5, Jadeja,Green,Extra_W,1
1,2,12.6, Jadeja,Green,Single,1
1,2,13.1, Jadeja,Maxwell,Dot,0
1,2,13.2, Jadeja,Maxwell,Six,6
1,2,13.3, Jadeja,Maxwell,Single,1
1,2,13.4, Shivam Dube,Maxwell,Dot,0
1,2,13.5, Shivam Dube,Maxwell,Dot,0
1,2,13.6, Shivam Dube,Maxwell,Dot,0
1,2,14.1, Jadeja,Siraj,Double,2
1,2,14.2, Jadeja,Siraj,Double,2
1,2,14.3, Jadeja,Siraj,Single,1
1,2,14.4, Shivam Dube,Siraj,Single,1
1,2,14.5, Jadeja,Siraj,Single,1
1,2,14.6, Shivam Dube,Siraj,Dot,0
1,2,15.1, Jadeja,Green,Single,1
1,2,15.2, Shivam Dube,Green,Boundary,4
1,2,15.3, Shivam Dube,Green,Triple,3
1,2,15.3, Shivam Dube,Green,Extra_W,1
1,2,15.4, Jadeja,Green,Single,1
1,2,15.5, Shivam Dube,Green,Single,1
1,2,15.6, Jadeja,Green,Single,1
1,2,16.1, Jadeja,Alzarri Joseph,Double,2
1,2,16.2, Jadeja,Alzarri Joseph,Double,2
1,2,16.3, Jadeja,Alzarri Joseph,Single,1
1,2,16.4, Shivam Dube,Alzarri Joseph,Boundary,4
1,2,16.4, Shivam Dube,Alzarri Joseph,Extra_W,1
1,2,16.5, Shivam Dube,Alzarri Joseph,Boundary,4
1,2,16.5, Shivam Dube,Alzarri Joseph,Extra_W,1
1,2,16.6, Shivam Dube,Alzarri Joseph,Single,1
1,2,17.1, Shivam Dube,Siraj,Dot,0
1,2,17.2, Shivam Dube,Siraj,Boundary,4
1,2,17.3, Shivam Dube,Siraj,Dot,0
1,2,17.4, Shivam Dube,Siraj,Dot,0
1,2,17.5, Shivam Dube,Siraj,Boundary,4
1,2,17.6, Shivam Dube,Siraj,Dot,0
1,2,18.1, Jadeja,Alzarri Joseph,Single,1
1,2,18.2, Shivam Dube,Alzarri Joseph,Dot,0
1,2,18.2, Shivam Dube,Alzarri Joseph,Extra_W,1
1,2,18.3, Shivam Dube,Alzarri Joseph,Six,6
1,2,18.4, Shivam Dube,Alzarri Joseph,Boundary,4
2,1,0.1, Warner,Sam Curran,Single,1
2,1,0.2, Mitchell Marsh,Sam Curran,Boundary,4
2,1,0.3, Mitchell Marsh,Sam Curran,Boundary,4
2,1,0.4, Mitchell Marsh,Sam Curran,Dot,0
2,1,0.5, Mitchell Marsh,Sam Curran,Dot,0
2,1,0.5, Mitchell Marsh,Sam Curran,Extra_W,1
2,1,0.6, Mitchell Marsh,Sam Curran,Dot,0
2,1,1.1, Warner,Arshdeep Singh,Dot,0
2,1,1.2, Warner,Arshdeep Singh,Dot,0
2,1,1.3, Warner,Arshdeep Singh,Six,6
2,1,1.4, Warner,Arshdeep Singh,Boundary,4
2,1,1.5, Warner,Arshdeep Singh,Dot,0
2,1,1.6, Warner,Arshdeep Singh,Dot,0
2,1,1.6, Warner,Arshdeep Singh,Extra_W,1
2,1,2.1, Mitchell Marsh,Rabada,Six,6
2,1,2.1, Mitchell Marsh,Rabada,Extra_W,1
2,1,2.2, Mitchell Marsh,Rabada,Dot,0
2,1,2.3, Mitchell Marsh,Rabada,Boundary,4
2,1,2.4, Mitchell Marsh,Rabada,Dot,0
2,1,2.5, Mitchell Marsh,Rabada,Single,1
2,1,2.6, Warner,Rabada,Dot,0
2,1,3.1, Mitchell Marsh,Arshdeep Singh,Six,6
2,1,3.2, Mitchell Marsh,Arshdeep Singh,Wicket,0
2,1,3.3, Shai Hope,Arshdeep Singh,Dot,0
2,1,3.4, Shai Hope,Arshdeep Singh,Dot,0
2,1,3.5, Shai Hope,Arshdeep Singh,Dot,0
2,1,3.6, Shai Hope,Arshdeep Singh,Single,1
2,1,4.1, Shai Hope,Rabada,Dot,0
2,1,4.2, Shai Hope,Rabada,Single,1
2,1,4.3, Warner,Rabada,Dot,0
2,1,4.4, Warner,Rabada,Boundary,4
2,1,4.5, Warner,Rabada,Six,6
2,1,4.6, Warner,Rabada,Dot,0
2,1,5.1, Shai Hope,Harpreet Brar,Dot,0
2,1,5.2, Shai Hope,Harpreet Brar,Dot,0
2,1,5.3, Shai Hope,Harpreet Brar,Single,1
2,1,5.4, Warner,Harpreet Brar,Dot,0
2,1,5.5, Warner,Harpreet Brar,Single,1
2,1,5.6, Shai Hope,Harpreet Brar,Single,1
2,1,6.1, Shai Hope,Rahul Chahar,Single,1
2,1,6.2, Warner,Rahul Chahar,Single,1
2,1,6.3, Shai Hope,Rahul Chahar,Single,1
2,1,6.4, Warner,Rahul Chahar,Single,1
2,1,6.5, Shai Hope,Rahul Chahar,Six,6
2,1,6.6, Shai Hope,Rahul Chahar,Boundary,4
2,1,7.1, Warner,Harshal Patel,Boundary,4
2,1,7.2, Warner,Harshal Patel,Dot,0
2,1,7.3, Warner,Harshal Patel,Dot,0
2,1,7.4, Warner,Harshal Patel,Single,1
2,1,7.5, Shai Hope,Harshal Patel,Single,1
2,1,7.6, Warner,Harshal Patel,Wicket,0
2,1,8.1, Shai Hope,Harpreet Brar,Single,1
2,1,8.2, Pant,Harpreet Brar,Dot,0
2,1,8.3, Pant,Harpreet Brar,Single,1
2,1,8.4, Shai Hope,Harpreet Brar,Single,1
2,1,8.5, Pant,Harpreet Brar,Single,1
2,1,8.6, Shai Hope,Harpreet Brar,Single,1
2,1,9.1, Shai Hope,Rahul Chahar,Dot,0
2,1,9.2, Shai Hope,Rahul Chahar,Boundary,4
2,1,9.3, Shai Hope,Rahul Chahar,Single,1
2,1,9.4, Pant,Rahul Chahar,Dot,0
2,1,9.5, Pant,Rahul Chahar,Single,1
2,1,9.6, Shai Hope,Rahul Chahar,Single,1
2,1,10.1, Shai Hope,Rabada,Single,1
2,1,10.2, Pant,Rabada,Single,1
2,1,10.3, Shai Hope,Rabada,Six,6
2,1,10.4, Shai Hope,Rabada,Wicket,0
2,1,10.5, Bhui,Rabada,Dot,0
2,1,10.6, Bhui,Rabada,Single,1
2,1,11.1, Bhui,Rahul Chahar,Single,1
2,1,11.2, Pant,Rahul Chahar,Boundary,4
2,1,11.3, Pant,Rahul Chahar,Single,1
2,1,11.4, Bhui,Rahul Chahar,Dot,0
2,1,11.5, Bhui,Rahul Chahar,Single,1
2,1,11.6, Pant,Rahul Chahar,Single,1
2,1,12.1, Pant,Harshal Patel,Double,2
2,1,12.2, Pant,Harshal Patel,Boundary,4
2,1,12.3, Pant,Harshal Patel,Double,2
2,1,12.4, Pant,Harshal Patel,Wicket,0
2,1,12.5, Tristan Stubbs,Harshal Patel,Dot,0
2,1,12.6, Tristan Stubbs,Harshal Patel,Dot,0
2,1,13.1, Bhui,Harpreet Brar,Dot,0
2,1,13.2, Bhui,Harpreet Brar,Wicket,0
2,1,13.3, Axar,Harpreet Brar,Boundary,4
2,1,13.4, Axar,Harpreet Brar,Single,1
2,1,13.5, Tristan Stubbs,Harpreet Brar,Single,1
2,1,13.6, Axar,Harpreet Brar,Dot,0
2,1,14.1, Tristan Stubbs,Arshdeep Singh,Dot,0
2,1,14.2, Tristan Stubbs,Arshdeep Singh,Single,1
2,1,14.3, Axar,Arshdeep Singh,Dot,0
2,1,14.4, Axar,Arshdeep Singh,Double,2
2,1,14.5, Axar,Arshdeep Singh,Boundary,4
2,1,14.6, Axar,Arshdeep Singh,Dot,0
2,1,15.1, Tristan Stubbs,Rahul Chahar,Single,1
2,1,15.2, Axar,Rahul Chahar,Single,1
2,1,15.3, Tristan Stubbs,Rahul Chahar,Double,2
2,1,15.4, Tristan Stubbs,Rahul Chahar,Wicket,0
2,1,15.5, Sumit Kumar,Rahul Chahar,Dot,0
2,1,15.6, Sumit Kumar,Rahul Chahar,Dot,0
2,1,16.1, Axar,Rabada,Dot,0
2,1,16.2, Axar,Rabada,Six,6
2,1,16.3, Axar,Rabada,Single,1
2,1,16.4, Sumit Kumar,Rabada,Dot,0
2,1,16.5, Sumit Kumar,Rabada,Single,1
2,1,16.6, Axar,Rabada,Single,1
2,1,17.1, Axar,Harshal Patel,Wicket,0
2,1,17.2, Abishek Porel,Harshal Patel,Single,1
2,1,17.3, Sumit Kumar,Harshal Patel,Single,1
2,1,17.4, Abishek Porel,Harshal Patel,Single,1
2,1,17.5, Sumit Kumar,Harshal Patel,Single,1
2,1,17.6, Abishek Porel,Harshal Patel,Boundary,4
2,1,18.1, Sumit Kumar,Arshdeep Singh,Dot,0
2,1,18.2, Sumit Kumar,Arshdeep Singh,Dot,0
2,1,18.2, Sumit Kumar,Arshdeep Singh,Extra_W,1
2,1,18.3, Sumit Kumar,Arshdeep Singh,Wicket,0
2,1,18.4, Kuldeep Yadav,Arshdeep Singh,Single,1
2,1,18.5, Abishek Porel,Arshdeep Singh,Single,1
2,1,18.6, Kuldeep Yadav,Arshdeep Singh,Dot,0
2,1,19.1, Abishek Porel,Harshal Patel,Boundary,4
2,1,19.2, Abishek Porel,Harshal Patel,Six,6
2,1,19.3, Abishek Porel,Harshal Patel,Boundary,4
2,1,19.4, Abishek Porel,Harshal Patel,Boundary,4
2,1,19.5, Abishek Porel,Harshal Patel,Six,6
2,1,19.6, Abishek Porel,Harshal Patel,Wicket,0
2,2,0.1, Dhawan,Khaleel Ahmed,Boundary,4
2,2,0.2, Dhawan,Khaleel Ahmed,Dot,0
2,2,0.3, Dhawan,Khaleel Ahmed,Boundary,4
2,2,0.4, Dhawan,Khaleel Ahmed,Single,1
2,2,0.5, Bairs,Khaleel Ahmed,Boundary,4
2,2,0.6, Bairs,Khaleel Ahmed,Boundary,4
2,2,1.1, Dhawan,Ishant,Boundary,4
2,2,1.1, Dhawan,Ishant,Extra_W,1
2,2,1.1, Dhawan,Ishant,Extra_W,1
2,2,1.2, Dhawan,Ishant,Dot,0
2,2,1.2, Dhawan,Ishant,Extra_W,1
2,2,1.3, Dhawan,Ishant,Dot,0
2,2,1.4, Dhawan,Ishant,Dot,0
2,2,1.5, Dhawan,Ishant,Dot,0
2,2,1.6, Dhawan,Ishant,Single,1
2,2,2.1, Dhawan,Mitchell Marsh,Boundary,4
2,2,2.2, Dhawan,Mitchell Marsh,Single,1
2,2,2.3, Bairs,Mitchell Marsh,Single,1
2,2,2.4, Dhawan,Mitchell Marsh,Double,2
2,2,2.5, Dhawan,Mitchell Marsh,Dot,0
2,2,2.6, Dhawan,Mitchell Marsh,Single,1
2,2,3.1, Dhawan,Ishant,Wicket,0
2,2,3.2, Prabhsimran,Ishant,Boundary,4
2,2,3.3, Prabhsimran,Ishant,Boundary,4
2,2,3.4, Prabhsimran,Ishant,Dot,0
2,2,3.5, Prabhsimran,Ishant,Wicket,0
2,2,3.6, Prabhsimran,Ishant,Dot,0
2,2,4.1, Sam Curran,Khaleel Ahmed,Dot,0
2,2,4.2, Sam Curran,Khaleel Ahmed,Dot,0
2,2,4.3, Sam Curran,Khaleel Ahmed,Double,2
2,2,4.4, Sam Curran,Khaleel Ahmed,Single,1
2,2,4.5, Prabhsimran,Khaleel Ahmed,Boundary,4
2,2,4.6, Prabhsimran,Khaleel Ahmed,Boundary,4
2,2,5.1, Sam Curran,Mitchell Marsh,Boundary,4
2,2,5.2, Sam Curran,Mitchell Marsh,Single,1
2,2,5.3, Prabhsimran,Mitchell Marsh,Single,1
2,2,5.4, Sam Curran,Mitchell Marsh,Dot,0
2,2,5.5, Sam Curran,Mitchell Marsh,Dot,0
2,2,5.6, Sam Curran,Mitchell Marsh,Single,1
2,2,6.1, Sam Curran,Axar,Single,1
2,2,6.2, Prabhsimran,Axar,Single,1
2,2,6.3, Sam Curran,Axar,Double,2
2,2,6.4, Sam Curran,Axar,Single,1
2,2,6.5, Prabhsimran,Axar,Single,1
2,2,6.6, Sam Curran,Axar,Single,1
2,2,7.1, Sam Curran,Kuldeep Yadav,Single,1
2,2,7.2, Prabhsimran,Kuldeep Yadav,Single,1
2,2,7.3, Sam Curran,Kuldeep Yadav,Single,1
2,2,7.4, Prabhsimran,Kuldeep Yadav,Single,1
2,2,7.5, Sam Curran,Kuldeep Yadav,Boundary,4
2,2,7.6, Sam Curran,Kuldeep Yadav,Dot,0
2,2,8.1, Prabhsimran,Axar,Single,1
2,2,8.2, Sam Curran,Axar,Single,1
2,2,8.3, Prabhsimran,Axar,Boundary,4
2,2,8.4, Prabhsimran,Axar,Single,1
2,2,8.5, Sam Curran,Axar,Single,1
2,2,8.6, Prabhsimran,Axar,Dot,0
2,2,9.1, Sam Curran,Kuldeep Yadav,Single,1
2,2,9.2, Prabhsimran,Kuldeep Yadav,Wicket,0
2,2,9.3, Jitesh Sharma,Kuldeep Yadav,Single,1
2,2,9.4, Sam Curran,Kuldeep Yadav,Single,1
2,2,9.5, Jitesh Sharma,Kuldeep Yadav,Dot,0
2,2,9.6, Jitesh Sharma,Kuldeep Yadav,Single,1
2,2,10.1, Jitesh Sharma,Sumit Kumar,Dot,0
2,2,10.2, Jitesh Sharma,Sumit Kumar,Single,1
2,2,10.3, Sam Curran,Sumit Kumar,Boundary,4
2,2,10.4, Sam Curran,Sumit Kumar,Single,1
2,2,10.5, Jitesh Sharma,Sumit Kumar,Boundary,4
2,2,10.6, Jitesh Sharma,Sumit Kumar,Single,1
2,2,11.1, Jitesh Sharma,Kuldeep Yadav,Single,1
2,2,11.2, Sam Curran,Kuldeep Yadav,Single,1
2,2,11.3, Jitesh Sharma,Kuldeep Yadav,Wicket,0
2,2,11.4, Livings,Kuldeep Yadav,Single,1
2,2,11.5, Sam Curran,Kuldeep Yadav,Single,1
2,2,11.6, Livings,Kuldeep Yadav,Single,1
2,2,12.1, Livings,Axar,Single,1
2,2,12.2, Sam Curran,Axar,Double,2
2,2,12.3, Sam Curran,Axar,Single,1
2,2,12.4, Livings,Axar,Dot,0
2,2,12.5, Livings,Axar,Dot,0
2,2,12.6, Livings,Axar,Single,1
2,2,13.1, Livings,Kuldeep Yadav,Single,1
2,2,13.2, Sam Curran,Kuldeep Yadav,Single,1
2,2,13.3, Livings,Kuldeep Yadav,Single,1
2,2,13.4, Sam Curran,Kuldeep Yadav,Dot,0
2,2,13.5, Sam Curran,Kuldeep Yadav,Dot,0
2,2,13.6, Sam Curran,Kuldeep Yadav,Single,1
2,2,14.1, Sam Curran,Mitchell Marsh,Boundary,4
2,2,14.2, Sam Curran,Mitchell Marsh,Dot,0
2,2,14.3, Sam Curran,Mitchell Marsh,Boundary,4
2,2,14.4, Sam Curran,Mitchell Marsh,Double,2
2,2,14.4, Sam Curran,Mitchell Marsh,Extra_W,1
2,2,14.5, Sam Curran,Mitchell Marsh,Single,1
2,2,14.6, Livings,Mitchell Marsh,Six,6
2,2,15.1, Sam Curran,Axar,Single,1
2,2,15.2, Livings,Axar,Single,1
2,2,15.3, Sam Curran,Axar,Double,2
2,2,15.4, Sam Curran,Axar,Single,1
2,2,15.5, Livings,Axar,Dot,0
2,2,15.6, Livings,Axar,Single,1
2,2,16.1, Livings,Khaleel Ahmed,Single,1
2,2,16.2, Sam Curran,Khaleel Ahmed,Dot,0
2,2,16.3, Sam Curran,Khaleel Ahmed,Single,1
2,2,16.4, Livings,Khaleel Ahmed,Boundary,4
2,2,16.5, Livings,Khaleel Ahmed,Boundary,4
2,2,16.6, Livings,Khaleel Ahmed,Single,1
2,2,17.1, Livings,Mitchell Marsh,Single,1
2,2,17.2, Sam Curran,Mitchell Marsh,Six,6
2,2,17.3, Sam Curran,Mitchell Marsh,Boundary,4
2,2,17.4, Sam Curran,Mitchell Marsh,Dot,0
2,2,17.5, Sam Curran,Mitchell Marsh,Single,1
2,2,17.6, Livings,Mitchell Marsh,Six,6
2,2,18.1, Sam Curran,Khaleel Ahmed,Single,1
2,2,18.2, Livings,Khaleel Ahmed,Single,1
2,2,18.3, Sam Curran,Khaleel Ahmed,Wicket,0
2,2,18.4, Shashank Singh,Khaleel Ahmed,Wicket,0
2,2,18.5, Harpreet Brar,Khaleel Ahmed,Dot,0
2,2,18.6, Harpreet Brar,Khaleel Ahmed,Double,2
2,2,19.1, Livings,Sumit Kumar,Dot,0
2,2,19.1, Livings,Sumit Kumar,Extra_W,1
2,2,19.1, Livings,Sumit Kumar,Extra_W,1
2,2,19.2, Livings,Sumit Kumar,Six,6
3,1,0.1, Philip Salt,Bhuvneshwar,Single,1
3,1,0.2, Narine,Bhuvneshwar,Dot,0
3,1,0.2, Narine,Bhuvneshwar,Extra_W,1
3,1,0.3, Narine,Bhuvneshwar,Dot,0
3,1,0.4, Narine,Bhuvneshwar,Single,1
3,1,0.5, Philip Salt,Bhuvneshwar,Dot,0
3,1,0.6, Philip Salt,Bhuvneshwar,Dot,0
3,1,1.1, Narine,Marco Jansen,Single,1
