Match_id,Score,Team,Opposite_Team,Innings
1,Kohli    c Rachin Ravindra b Mustafizur  21 20 0 1 105.00,Royal Challengers Bengaluru,Chennai Super Kings,1
1,du Plessis (c)    c Rachin Ravindra b Mustafizur  35 23 8 0 152.17,Royal Challengers Bengaluru,Chennai Super Kings,1
1,Rajat Patidar    c Dhoni b Mustafizur  0 3 0 0 0.00,Royal Challengers Bengaluru,Chennai Super Kings,1
1,Maxwell    c Dhoni b D Chahar  0 1 0 0 0.00,Royal Challengers Bengaluru,Chennai Super Kings,1
1,Green    b Mustafizur  18 22 1 0 81.82,Royal Challengers Bengaluru,Chennai Super Kings,1
1,Anuj Rawat (wk)    run out (Dhoni)  48 25 4 3 192.00,Royal Challengers Bengaluru,Chennai Super Kings,1
1,Karthik    not out  38 26 3 2 146.15,Royal Challengers Bengaluru,Chennai Super Kings,1
2,Warner    c Jitesh Sharma b Harshal Patel  29 21 3 2 138.10,Delhi Capitals,Punjab Kings,1
2,Mitchell Marsh    c Rahul Chahar b Arshdeep Singh  20 12 2 2 166.67,Delhi Capitals,Punjab Kings,1
2,Shai Hope    c Harpreet Brar b Rabada  33 25 2 2 132.00,Delhi Capitals,Punjab Kings,1
2,Pant (c & wk)    c Bairstow b Harshal Patel  18 13 2 0 138.46,Delhi Capitals,Punjab Kings,1
2,Bhui    c Jitesh Sharma b Harpreet Brar  3 7 0 0 42.86,Delhi Capitals,Punjab Kings,1
2,Tristan Stubbs    c Shashank Singh b Rahul Chahar  5 8 0 0 62.50,Delhi Capitals,Punjab Kings,1
2,Axar    run out ((sub)T Thyagarajan/Jitesh Sharma)  21 13 2 1 161.54,Delhi Capitals,Punjab Kings,1
2,Sumit Kumar    c Jitesh Sharma b Arshdeep Singh  2 9 0 0 22.22,Delhi Capitals,Punjab Kings,1
2,Abishek Porel    not out  32 10 4 2 320.00,Delhi Capitals,Punjab Kings,1
2,Kuldeep Yadav    run out (Shashank Singh/Harshal Patel)  1 2 0 0 50.00,Delhi Capitals,Punjab Kings,1
3,Salt (wk)    c Marco Jansen b Markande  54 40 3 3 135.00,Kolkata Knight Riders,Sunrisers Hyderabad,1
3,Narine    run out (Shahbaz Ahmed)  2 4 0 0 50.00,Kolkata Knight Riders,Sunrisers Hyderabad,1
3,Venkatesh Iyer    c Marco Jansen b T Natarajan  7 5 1 0 140.00,Kolkata Knight Riders,Sunrisers Hyderabad,1
3,Shreyas Iyer (c)    c Cummins b T Natarajan  0 2 0 0 0.00,Kolkata Knight Riders,Sunrisers Hyderabad,1
3,Nitish Rana    c Tripathi b Markande  9 11 1 0 81.82,Kolkata Knight Riders,Sunrisers Hyderabad,1
3,Ramandeep Singh    c Markande b Cummins  35 17 1 4 205.88,Kolkata Knight Riders,Sunrisers Hyderabad,1
3,Rinku Singh    c Markram b T Natarajan  23 15 3 0 153.33,Kolkata Knight Riders,Sunrisers Hyderabad,1
3,Russell    not out  64 25 3 7 256.00,Kolkata Knight Riders,Sunrisers Hyderabad,1
3,Starc    not out  6 3 1 0 200.00,Kolkata Knight Riders,Sunrisers Hyderabad,1
4,Yashasvi Jaiswal    c Krunal Pandya b Mohsin Khan  24 12 3 1 200.00,Rajasthan Royals,Lucknow Super Giants,1
4,Jos Buttler    c Rahul b Naveen-ul-Haq  11 9 2 0 122.22,Rajasthan Royals,Lucknow Super Giants,1
4,Samson (c & wk)    not out  82 52 3 6 157.69,Rajasthan Royals,Lucknow Super Giants,1
4,Riyan Parag    c Deepak Hooda b Naveen-ul-Haq  43 29 1 3 148.28,Rajasthan Royals,Lucknow Super Giants,1
4,Hetmyer    c Rahul b Ravi Bishnoi  5 7 0 0 71.43,Rajasthan Royals,Lucknow Super Giants,1
4,Dhruv Jurel    not out  20 12 1 1 166.67,Rajasthan Royals,Lucknow Super Giants,1
5,W Saha (wk)    b Bumrah  19 15 4 0 126.67,Gujarat Titans,Mumbai,1
5,Shubman Gill (c)    c Rohit b Chawla  31 22 3 1 140.91,Gujarat Titans,Mumbai,1
5,Sai Sudharsan    c Tilak Varma b Bumrah  45 39 3 1 115.38,Gujarat Titans,Mumbai,1
5,Azmatullah    c Tilak Varma b Gerald Coetzee  17 11 1 1 154.55,Gujarat Titans,Mumbai,1
5,David Miller    c Hardik Pandya b Bumrah  12 11 1 0 109.09,Gujarat Titans,Mumbai,1
5,Vijay Shankar    not out  6 5 0 0 120.00,Gujarat Titans,Mumbai,1
5,Rahul Tewatia    c Naman Dhir b Gerald Coetzee  22 15 2 1 146.67,Gujarat Titans,Mumbai,1
5,Rashid Khan    not out  4 3 0 0 133.33,Gujarat Titans,Mumbai,1
6,Dhawan (c)    c Kohli b Maxwell  45 37 5 1 121.62,Punjab Kings,Royal Challengers Bengaluru,1
6,Bairstow    c Kohli b Siraj  8 6 2 0 133.33,Punjab Kings,Royal Challengers Bengaluru,1
6,Prabhsimran    c Anuj Rawat b Maxwell  25 17 2 2 147.06,Punjab Kings,Royal Challengers Bengaluru,1
6,Livingstone    c Anuj Rawat b Alzarri Joseph  17 13 1 1 130.77,Punjab Kings,Royal Challengers Bengaluru,1
6,Sam Curran    c Anuj Rawat b Yash Dayal  23 17 3 0 135.29,Punjab Kings,Royal Challengers Bengaluru,1
6,Jitesh Sharma (wk)    c Anuj Rawat b Siraj  27 20 1 2 135.00,Punjab Kings,Royal Challengers Bengaluru,1
6,Shashank Singh    not out  21 8 1 2 262.50,Punjab Kings,Royal Challengers Bengaluru,1
6,Harpreet Brar    not out  2 2 0 0 100.00,Punjab Kings,Royal Challengers Bengaluru,1
7,Ruturaj Gaikwad (c)    c W Saha b Spencer Johnson  46 36 5 1 127.78,Chennai Super Kings,Gujarat Titans,1
7,Rachin Ravindra    st W Saha b Rashid Khan  46 20 6 3 230.00,Chennai Super Kings,Gujarat Titans,1
7,Ajinkya Rahane    st W Saha b Sai Kishore  12 12 0 0 100.00,Chennai Super Kings,Gujarat Titans,1
7,Shivam Dube    c Vijay Shankar b Rashid Khan  51 23 2 5 221.74,Chennai Super Kings,Gujarat Titans,1
7,Daryl Mitchell    not out  24 20 2 0 120.00,Chennai Super Kings,Gujarat Titans,1
7,Sameer Rizvi    c David Miller b Mohit Sharma  14 6 0 2 233.33,Chennai Super Kings,Gujarat Titans,1
7,Ravindra Jadeja    run out (Vijay Shankar/W Saha)  7 3 1 0 233.33,Chennai Super Kings,Gujarat Titans,1
8,Mayank Agarwal    c Tim David b Hardik Pandya  11 13 1 0 84.62,Sunrisers Hyderabad,Mumbai,1
8,Head    c Naman Dhir b Gerald Coetzee  62 24 9 3 258.33,Sunrisers Hyderabad,Mumbai,1
8,Abhishek Sharma    c Naman Dhir b Chawla  63 23 3 7 273.91,Sunrisers Hyderabad,Mumbai,1
8,Markram    not out  42 28 2 1 150.00,Sunrisers Hyderabad,Mumbai,1
8,Klaasen (wk)    not out  80 34 4 7 235.29,Sunrisers Hyderabad,Mumbai,1
9,Yashasvi Jaiswal    b Mukesh Kumar  5 7 1 0 71.43,Rajasthan Royals,Delhi Capitals,1
9,Jos Buttler    lbw b Kuldeep Yadav  11 16 0 0 68.75,Rajasthan Royals,Delhi Capitals,1
9,Samson (c & wk)    c Pant b Khaleel Ahmed  15 14 3 0 107.14,Rajasthan Royals,Delhi Capitals,1
9,Riyan Parag    not out  84 45 7 6 186.67,Rajasthan Royals,Delhi Capitals,1
9,Ashwin    c Tristan Stubbs b Axar  29 19 0 3 152.63,Rajasthan Royals,Delhi Capitals,1
9,Dhruv Jurel    b Nortje  20 12 3 0 166.67,Rajasthan Royals,Delhi Capitals,1
9,Hetmyer    not out  14 7 1 1 200.00,Rajasthan Royals,Delhi Capitals,1
10,Kohli    not out  83 59 4 4 140.68,Royal Challengers Bengaluru,Kolkata Knight Riders,1
10,du Plessis (c)    c Starc b Harshit Rana  8 6 0 1 133.33,Royal Challengers Bengaluru,Kolkata Knight Riders,1
10,Green    b Russell  33 21 4 2 157.14,Royal Challengers Bengaluru,Kolkata Knight Riders,1
10,Maxwell    c Rinku Singh b Narine  28 19 3 1 147.37,Royal Challengers Bengaluru,Kolkata Knight Riders,1
10,Rajat Patidar    c Rinku Singh b Russell  3 4 0 0 75.00,Royal Challengers Bengaluru,Kolkata Knight Riders,1
10,Anuj Rawat (wk)    c Salt b Harshit Rana  3 3 0 0 100.00,Royal Challengers Bengaluru,Kolkata Knight Riders,1
10,Karthik    run out (Salt)  20 8 0 3 250.00,Royal Challengers Bengaluru,Kolkata Knight Riders,1
11,de Kock (wk)    c Jitesh Sharma b Arshdeep Singh  54 38 5 2 142.11,Lucknow Super Giants,Punjab Kings,1
11,Rahul    c Bairstow b Arshdeep Singh  15 9 1 1 166.67,Lucknow Super Giants,Punjab Kings,1
11,Padikkal    c Dhawan b Sam Curran  9 6 2 0 150.00,Lucknow Super Giants,Punjab Kings,1
11,Stoinis    b Rahul Chahar  19 12 0 2 158.33,Lucknow Super Giants,Punjab Kings,1
11,Pooran (c)    b Rabada  42 21 3 3 200.00,Lucknow Super Giants,Punjab Kings,1
11,Ayush Badoni    c Bairstow b Sam Curran  8 10 0 0 80.00,Lucknow Super Giants,Punjab Kings,1
11,Krunal Pandya    not out  43 22 4 2 195.45,Lucknow Super Giants,Punjab Kings,1
11,Ravi Bishnoi    c (sub)T Thyagarajan b Sam Curran  0 1 0 0 0.00,Lucknow Super Giants,Punjab Kings,1
11,Mohsin Khan    run out (Harshal Patel)  2 1 0 0 200.00,Lucknow Super Giants,Punjab Kings,1
11,Naveen-ul-Haq    not out  0 0 0 0 0.00,Lucknow Super Giants,Punjab Kings,1
12,Mayank Agarwal    c Darshan Nalkande b Azmatullah  16 17 2 0 94.12,Sunrisers Hyderabad,Gujarat Titans,1
12,Head    b Noor Ahmad  19 14 3 0 135.71,Sunrisers Hyderabad,Gujarat Titans,1
12,Abhishek Sharma    c Shubman Gill b Mohit Sharma  29 20 2 2 145.00,Sunrisers Hyderabad,Gujarat Titans,1
12,Markram    c Rashid Khan b Umesh  17 19 0 0 89.47,Sunrisers Hyderabad,Gujarat Titans,1
12,Klaasen (wk)    b Rashid Khan  24 13 1 2 184.62,Sunrisers Hyderabad,Gujarat Titans,1
12,Shahbaz Ahmed    c Rahul Tewatia b Mohit Sharma  22 20 1 1 110.00,Sunrisers Hyderabad,Gujarat Titans,1
12,Abdul Samad    run out (Noor Ahmad/W Saha)  29 14 3 1 207.14,Sunrisers Hyderabad,Gujarat Titans,1
12,Washington Sundar    c Rashid Khan b Mohit Sharma  0 1 0 0 0.00,Sunrisers Hyderabad,Gujarat Titans,1
12,Cummins (c)    not out  2 2 0 0 100.00,Sunrisers Hyderabad,Gujarat Titans,1
13,Prithvi Shaw    c Dhoni b Ravindra Jadeja  43 27 4 2 159.26,Delhi Capitals,Chennai Super Kings,1
13,Warner    c Matheesha Pathirana b Mustafizur  52 35 5 3 148.57,Delhi Capitals,Chennai Super Kings,1
13,Pant (c & wk)    c Ruturaj Gaikwad b Matheesha Pathirana  51 32 4 3 159.38,Delhi Capitals,Chennai Super Kings,1
13,Mitchell Marsh    b Matheesha Pathirana  18 12 2 1 150.00,Delhi Capitals,Chennai Super Kings,1
13,Tristan Stubbs    b Matheesha Pathirana  0 2 0 0 0.00,Delhi Capitals,Chennai Super Kings,1
13,Axar    not out  7 8 0 0 87.50,Delhi Capitals,Chennai Super Kings,1
13,Abishek Porel    not out  9 6 1 0 150.00,Delhi Capitals,Chennai Super Kings,1
14,Ishan Kishan (wk)    c Samson b Nandre Burger  16 14 2 1 114.29,Mumbai,Rajasthan Royals,1
14,Rohit    c Samson b Boult  0 1 0 0 0.00,Mumbai,Rajasthan Royals,1
14,Naman Dhir    lbw b Boult  0 1 0 0 0.00,Mumbai,Rajasthan Royals,1
14,Dewald Brevis    c Nandre Burger b Boult  0 1 0 0 0.00,Mumbai,Rajasthan Royals,1
14,Tilak Varma    c Ashwin b Chahal  32 29 0 2 110.34,Mumbai,Rajasthan Royals,1
14,Hardik Pandya (c)    c (sub)Rovman Powell b Chahal  34 21 6 0 161.90,Mumbai,Rajasthan Royals,1
14,Chawla    c Hetmyer b Avesh Khan  3 6 0 0 50.00,Mumbai,Rajasthan Royals,1
14,Tim David    c Boult b Nandre Burger  17 24 1 0 70.83,Mumbai,Rajasthan Royals,1
14,Gerald Coetzee    c Hetmyer b Chahal  4 9 0 0 44.44,Mumbai,Rajasthan Royals,1
14,Bumrah    not out  8 9 1 0 88.89,Mumbai,Rajasthan Royals,1
14,Akash Madhwal    not out  4 5 0 0 80.00,Mumbai,Rajasthan Royals,1
15,de Kock    c Mayank Dagar b R Topley  81 56 8 5 144.64,Lucknow Super Giants,Royal Challengers Bengaluru,1
15,Rahul (c & wk)    c Mayank Dagar b Maxwell  20 14 0 2 142.86,Lucknow Super Giants,Royal Challengers Bengaluru,1
15,Padikkal    c Anuj Rawat b Siraj  6 11 0 0 54.55,Lucknow Super Giants,Royal Challengers Bengaluru,1
15,Stoinis    c Mayank Dagar b Maxwell  24 15 1 2 160.00,Lucknow Super Giants,Royal Challengers Bengaluru,1
15,Pooran    not out  40 21 1 5 190.48,Lucknow Super Giants,Royal Challengers Bengaluru,1
15,Ayush Badoni    c du Plessis b Yash Dayal  0 3 0 0 0.00,Lucknow Super Giants,Royal Challengers Bengaluru,1
15,Krunal Pandya    not out  0 0 0 0 0.00,Lucknow Super Giants,Royal Challengers Bengaluru,1
16,Salt (wk)    c Tristan Stubbs b Nortje  18 12 4 0 150.00,Kolkata Knight Riders,Delhi Capitals,1
16,Narine    c Pant b Mitchell Marsh  85 39 7 7 217.95,Kolkata Knight Riders,Delhi Capitals,1
16,Angkrish Raghuvanshi    c Ishant b Nortje  54 27 5 3 200.00,Kolkata Knight Riders,Delhi Capitals,1
16,Russell    b Ishant  41 19 4 3 215.79,Kolkata Knight Riders,Delhi Capitals,1
16,Shreyas Iyer (c)    c Tristan Stubbs b Khaleel Ahmed  18 11 0 2 163.64,Kolkata Knight Riders,Delhi Capitals,1
16,Rinku Singh    c Warner b Nortje  26 8 1 3 325.00,Kolkata Knight Riders,Delhi Capitals,1
16,Venkatesh Iyer    not out  5 2 1 0 250.00,Kolkata Knight Riders,Delhi Capitals,1
16,Ramandeep Singh    c Prithvi Shaw b Ishant  2 2 0 0 100.00,Kolkata Knight Riders,Delhi Capitals,1
16,Starc    not out  1 1 0 0 100.00,Kolkata Knight Riders,Delhi Capitals,1
17,W Saha (wk)    c Dhawan b Rabada  11 13 2 0 84.62,Gujarat Titans,Punjab Kings,1
17,Shubman Gill (c)    not out  89 48 6 4 185.42,Gujarat Titans,Punjab Kings,1
17,Williamson    c Bairstow b Harpreet Brar  26 22 4 0 118.18,Gujarat Titans,Punjab Kings,1
17,Sai Sudharsan    c Jitesh Sharma b Harshal Patel  33 19 6 0 173.68,Gujarat Titans,Punjab Kings,1
17,Vijay Shankar    c Harpreet Brar b Rabada  8 10 0 0 80.00,Gujarat Titans,Punjab Kings,1
17,Rahul Tewatia    not out  23 8 3 1 287.50,Gujarat Titans,Punjab Kings,1
18,Rachin Ravindra    c Markram b Bhuvneshwar  12 9 2 0 133.33,Chennai Super Kings,Sunrisers Hyderabad,1
18,Ruturaj Gaikwad (c)    c Abdul Samad b Shahbaz Ahmed  26 21 3 1 123.81,Chennai Super Kings,Sunrisers Hyderabad,1
18,Ajinkya Rahane    c Markande b Jaydev Unadkat  35 30 2 1 116.67,Chennai Super Kings,Sunrisers Hyderabad,1
18,Shivam Dube    c Bhuvneshwar b Cummins  45 24 2 4 187.50,Chennai Super Kings,Sunrisers Hyderabad,1
18,Ravindra Jadeja    not out  31 23 4 0 134.78,Chennai Super Kings,Sunrisers Hyderabad,1
18,Daryl Mitchell    c Abdul Samad b T Natarajan  13 11 1 0 118.18,Chennai Super Kings,Sunrisers Hyderabad,1
18,Dhoni (wk)    not out  1 2 0 0 50.00,Chennai Super Kings,Sunrisers Hyderabad,1
19,Kohli    not out  113 72 12 4 156.94,Royal Challengers Bengaluru,Rajasthan Royals,1
19,du Plessis (c)    c Jos Buttler b Chahal  44 33 2 2 133.33,Royal Challengers Bengaluru,Rajasthan Royals,1
19,Maxwell    b Nandre Burger  1 3 0 0 33.33,Royal Challengers Bengaluru,Rajasthan Royals,1
19,Saurav Chauhan    c Yashasvi Jaiswal b Chahal  9 6 0 1 150.00,Royal Challengers Bengaluru,Rajasthan Royals,1
19,Green    not out  5 6 0 0 83.33,Royal Challengers Bengaluru,Rajasthan Royals,1
20,Rohit    b Axar  49 27 6 3 181.48,Mumbai,Delhi Capitals,1
20,Ishan Kishan (wk)    c and b Axar  42 23 4 2 182.61,Mumbai,Delhi Capitals,1
20,Suryakumar Yadav    c (sub)Jake Fraser-McGurk b Nortje  0 2 0 0 0.00,Mumbai,Delhi Capitals,1
20,Hardik Pandya (c)    c (sub)Jake Fraser-McGurk b Nortje  39 33 3 1 118.18,Mumbai,Delhi Capitals,1
20,Tilak Varma    c Axar b Khaleel Ahmed  6 5 1 0 120.00,Mumbai,Delhi Capitals,1
20,Tim David    not out  45 21 2 4 214.29,Mumbai,Delhi Capitals,1
20,Romario Shepherd    not out  39 10 3 4 390.00,Mumbai,Delhi Capitals,1
21,de Kock    c Noor Ahmad b Umesh  6 4 0 1 150.00,Lucknow Super Giants,Gujarat Titans,1
21,Rahul (c & wk)    c Rahul Tewatia b Darshan Nalkande  33 31 3 0 106.45,Lucknow Super Giants,Gujarat Titans,1
21,Padikkal    c Vijay Shankar b Umesh  7 7 1 0 100.00,Lucknow Super Giants,Gujarat Titans,1
21,Stoinis    c Sharath BR b Darshan Nalkande  58 43 4 2 134.88,Lucknow Super Giants,Gujarat Titans,1
21,Pooran    not out  32 22 0 3 145.45,Lucknow Super Giants,Gujarat Titans,1
21,Ayush Badoni    c Umesh b Rashid Khan  20 11 3 0 181.82,Lucknow Super Giants,Gujarat Titans,1
21,Krunal Pandya    not out  2 2 0 0 100.00,Lucknow Super Giants,Gujarat Titans,1
22,Salt (wk)    c Ravindra Jadeja b Tushar Deshpande  0 1 0 0 0.00,Kolkata Knight Riders,Chennai Super Kings,1
22,Narine    c M Theekshana b Ravindra Jadeja  27 20 3 2 135.00,Kolkata Knight Riders,Chennai Super Kings,1
22,Angkrish Raghuvanshi    lbw b Ravindra Jadeja  24 18 3 1 133.33,Kolkata Knight Riders,Chennai Super Kings,1
22,Shreyas Iyer (c)    c Ravindra Jadeja b Mustafizur  34 32 3 0 106.25,Kolkata Knight Riders,Chennai Super Kings,1
22,Venkatesh Iyer    c Daryl Mitchell b Ravindra Jadeja  3 8 0 0 37.50,Kolkata Knight Riders,Chennai Super Kings,1
22,Ramandeep Singh    b M Theekshana  13 12 0 1 108.33,Kolkata Knight Riders,Chennai Super Kings,1
22,Rinku Singh    b Tushar Deshpande  9 14 0 0 64.29,Kolkata Knight Riders,Chennai Super Kings,1
22,Russell    c Daryl Mitchell b Tushar Deshpande  10 10 2 0 100.00,Kolkata Knight Riders,Chennai Super Kings,1
22,Anukul Roy    not out  3 3 0 0 100.00,Kolkata Knight Riders,Chennai Super Kings,1
22,Starc    c Rachin Ravindra b Mustafizur  0 3 0 0 0.00,Kolkata Knight Riders,Chennai Super Kings,1
22,Vaibhav Arora    not out  1 1 0 0 100.00,Kolkata Knight Riders,Chennai Super Kings,1
23,Head    c Dhawan b Arshdeep Singh  21 15 4 0 140.00,Sunrisers Hyderabad,Punjab Kings,1
23,Abhishek Sharma    c Shashank Singh b Sam Curran  16 11 2 1 145.45,Sunrisers Hyderabad,Punjab Kings,1
23,Markram    c Jitesh Sharma b Arshdeep Singh  0 2 0 0 0.00,Sunrisers Hyderabad,Punjab Kings,1
23,Nitish Reddy    c Rabada b Arshdeep Singh  64 37 4 5 172.97,Sunrisers Hyderabad,Punjab Kings,1
23,Tripathi    c Jitesh Sharma b Harshal Patel  11 14 1 0 78.57,Sunrisers Hyderabad,Punjab Kings,1
23,Klaasen (wk)    c Sam Curran b Harshal Patel  9 9 1 0 100.00,Sunrisers Hyderabad,Punjab Kings,1
23,Abdul Samad    c Harshal Patel b Arshdeep Singh  25 12 5 0 208.33,Sunrisers Hyderabad,Punjab Kings,1
23,Shahbaz Ahmed    not out  14 7 1 1 200.00,Sunrisers Hyderabad,Punjab Kings,1
23,Cummins (c)    b Rabada  3 4 0 0 75.00,Sunrisers Hyderabad,Punjab Kings,1
23,Bhuvneshwar    c Bairstow b Sam Curran  6 8 0 0 75.00,Sunrisers Hyderabad,Punjab Kings,1
23,Jaydev Unadkat    not out  6 1 0 1 600.00,Sunrisers Hyderabad,Punjab Kings,1
24,Yashasvi Jaiswal    c Wade b Umesh  24 19 5 0 126.32,Rajasthan Royals,Gujarat Titans,1
24,Jos Buttler    c Rahul Tewatia b Rashid Khan  8 10 0 0 80.00,Rajasthan Royals,Gujarat Titans,1
24,Samson (c & wk)    not out  68 38 7 2 178.95,Rajasthan Royals,Gujarat Titans,1
24,Riyan Parag    c Vijay Shankar b Mohit Sharma  76 48 3 5 158.33,Rajasthan Royals,Gujarat Titans,1
24,Hetmyer    not out  13 5 1 1 260.00,Rajasthan Royals,Gujarat Titans,1
25,Kohli    c Ishan Kishan b Bumrah  3 9 0 0 33.33,Royal Challengers Bengaluru,Mumbai,1
25,du Plessis (c)    c Tim David b Bumrah  61 40 4 3 152.50,Royal Challengers Bengaluru,Mumbai,1
25,Will Jacks    c Tim David b Akash Madhwal  8 6 2 0 133.33,Royal Challengers Bengaluru,Mumbai,1
25,Rajat Patidar    c Ishan Kishan b Gerald Coetzee  50 26 3 4 192.31,Royal Challengers Bengaluru,Mumbai,1
25,Maxwell    lbw b Shreyas Gopal  0 4 0 0 0.00,Royal Challengers Bengaluru,Mumbai,1
25,Karthik (wk)    not out  53 23 5 4 230.43,Royal Challengers Bengaluru,Mumbai,1
25,Lomror    lbw b Bumrah  0 1 0 0 0.00,Royal Challengers Bengaluru,Mumbai,1
25,Saurav Chauhan    c Akash Madhwal b Bumrah  9 8 1 0 112.50,Royal Challengers Bengaluru,Mumbai,1
25,Vijaykumar Vyshak    c Nabi b Bumrah  0 1 0 0 0.00,Royal Challengers Bengaluru,Mumbai,1
25,Akash Deep    not out  2 2 0 0 100.00,Royal Challengers Bengaluru,Mumbai,1
26,de Kock    lbw b Khaleel Ahmed  19 13 4 0 146.15,Lucknow Super Giants,Delhi Capitals,1
26,Rahul (c & wk)    c Pant b Kuldeep Yadav  39 22 5 1 177.27,Lucknow Super Giants,Delhi Capitals,1
26,Padikkal    lbw b Khaleel Ahmed  3 6 0 0 50.00,Lucknow Super Giants,Delhi Capitals,1
26,Stoinis    c Ishant b Kuldeep Yadav  8 10 1 0 80.00,Lucknow Super Giants,Delhi Capitals,1
26,Pooran    b Kuldeep Yadav  0 1 0 0 0.00,Lucknow Super Giants,Delhi Capitals,1
26,Deepak Hooda    c Warner b Ishant  10 13 0 0 76.92,Lucknow Super Giants,Delhi Capitals,1
26,Ayush Badoni    not out  55 35 5 1 157.14,Lucknow Super Giants,Delhi Capitals,1
26,Krunal Pandya    c Pant b Mukesh Kumar  3 4 0 0 75.00,Lucknow Super Giants,Delhi Capitals,1
26,Arshad Khan    not out  20 16 2 0 125.00,Lucknow Super Giants,Delhi Capitals,1
27,Atharva Taide    c Kuldeep Sen b Avesh Khan  15 12 2 0 125.00,Punjab Kings,Rajasthan Royals,1
27,Bairstow    c Hetmyer b Maharaj  15 19 1 0 78.95,Punjab Kings,Rajasthan Royals,1
27,Prabhsimran    c Dhruv Jurel b Chahal  10 14 1 0 71.43,Punjab Kings,Rajasthan Royals,1
27,Sam Curran (c)    c Dhruv Jurel b Maharaj  6 10 0 0 60.00,Punjab Kings,Rajasthan Royals,1
27,Jitesh Sharma (wk)    c Riyan Parag b Avesh Khan  29 24 1 2 120.83,Punjab Kings,Rajasthan Royals,1
27,Shashank Singh    c Dhruv Jurel b Kuldeep Sen  9 9 1 0 100.00,Punjab Kings,Rajasthan Royals,1
27,Livingstone    run out (Tanush Kotian/Samson)  21 14 2 1 150.00,Punjab Kings,Rajasthan Royals,1
27,Ashutosh Sharma    c Maharaj b Boult  31 16 1 3 193.75,Punjab Kings,Rajasthan Royals,1
27,Harpreet Brar    not out  3 3 0 0 100.00,Punjab Kings,Rajasthan Royals,1
28,de Kock    c Narine b Vaibhav Arora  10 8 2 0 125.00,Lucknow Super Giants,Kolkata Knight Riders,1
28,Rahul (c & wk)    c Ramandeep Singh b Russell  39 27 3 2 144.44,Lucknow Super Giants,Kolkata Knight Riders,1
28,Deepak Hooda    c Ramandeep Singh b Starc  8 10 1 0 80.00,Lucknow Super Giants,Kolkata Knight Riders,1
28,Ayush Badoni    c Angkrish Raghuvanshi b Narine  29 27 2 1 107.41,Lucknow Super Giants,Kolkata Knight Riders,1
28,Stoinis    c Salt b Chakaravarthy  10 5 2 0 200.00,Lucknow Super Giants,Kolkata Knight Riders,1
28,Pooran    c Salt b Starc  45 32 2 4 140.62,Lucknow Super Giants,Kolkata Knight Riders,1
28,Krunal Pandya    not out  7 8 0 0 87.50,Lucknow Super Giants,Kolkata Knight Riders,1
28,Arshad Khan    b Starc  5 4 1 0 125.00,Lucknow Super Giants,Kolkata Knight Riders,1
29,Ajinkya Rahane    c Hardik Pandya b Gerald Coetzee  5 8 1 0 62.50,Chennai Super Kings,Mumbai,1
29,Rachin Ravindra    c Ishan Kishan b Shreyas Gopal  21 16 2 1 131.25,Chennai Super Kings,Mumbai,1
29,Ruturaj Gaikwad (c)    c Nabi b Hardik Pandya  69 40 5 5 172.50,Chennai Super Kings,Mumbai,1
29,Shivam Dube    not out  66 38 10 2 173.68,Chennai Super Kings,Mumbai,1
29,Daryl Mitchell    c Nabi b Hardik Pandya  17 14 1 0 121.43,Chennai Super Kings,Mumbai,1
29,Dhoni (wk)    not out  20 4 0 3 500.00,Chennai Super Kings,Mumbai,1
30,Abhishek Sharma    c Lockie Ferguson b R Topley  34 22 2 2 154.55,Sunrisers Hyderabad,Royal Challengers Bengaluru,1
30,Head    c du Plessis b Lockie Ferguson  102 41 9 8 248.78,Sunrisers Hyderabad,Royal Challengers Bengaluru,1
30,Klaasen (wk)    c Vijaykumar Vyshak b Lockie Ferguson  67 31 2 7 216.13,Sunrisers Hyderabad,Royal Challengers Bengaluru,1
30,Markram    not out  32 17 2 2 188.24,Sunrisers Hyderabad,Royal Challengers Bengaluru,1
30,Abdul Samad    not out  37 10 4 3 370.00,Sunrisers Hyderabad,Royal Challengers Bengaluru,1
31,Salt (wk)    c and b Avesh Khan  10 13 1 0 76.92,Kolkata Knight Riders,Rajasthan Royals,1
31,Narine    b Boult  109 56 13 6 194.64,Kolkata Knight Riders,Rajasthan Royals,1
31,Angkrish Raghuvanshi    c Ashwin b Kuldeep Sen  30 18 5 0 166.67,Kolkata Knight Riders,Rajasthan Royals,1
31,Shreyas Iyer (c)    lbw b Chahal  11 7 1 1 157.14,Kolkata Knight Riders,Rajasthan Royals,1
31,Russell    c Dhruv Jurel b Avesh Khan  13 10 2 0 130.00,Kolkata Knight Riders,Rajasthan Royals,1
31,Rinku Singh    not out  20 9 1 2 222.22,Kolkata Knight Riders,Rajasthan Royals,1
31,Venkatesh Iyer    c Dhruv Jurel b Kuldeep Sen  8 6 1 0 133.33,Kolkata Knight Riders,Rajasthan Royals,1
31,Ramandeep Singh    not out  1 1 0 0 100.00,Kolkata Knight Riders,Rajasthan Royals,1
32,W Saha (wk)    b Mukesh Kumar  2 10 0 0 20.00,Gujarat Titans,Delhi Capitals,1
32,Shubman Gill (c)    c Prithvi Shaw b Ishant  8 6 2 0 133.33,Gujarat Titans,Delhi Capitals,1
32,Sai Sudharsan    run out (Sumit Kumar)  12 9 2 0 133.33,Gujarat Titans,Delhi Capitals,1
