Match_id,Bowling,Team,Opposite_Team,Innings
39,Matheesha Pathirana   4 0 35 2 0 2 8.80,Chennai Super Kings,Lucknow Super Giants,2
40,Khaleel Ahmed   2 0 26 0 0 1 13.00,Delhi Capitals,Gujarat Titans,2
40,Anrich Nortje   3 0 48 1 0 0 16.00,Delhi Capitals,Gujarat Titans,2
40,Rasikh Dar Salam   4 0 44 3 0 1 11.00,Delhi Capitals,Gujarat Titans,2
40,Mukesh Kumar   4 0 41 1 1 0 10.20,Delhi Capitals,Gujarat Titans,2
40,Axar Patel   3 0 28 1 0 0 9.30,Delhi Capitals,Gujarat Titans,2
40,Kuldeep Yadav   4 0 29 2 0 1 7.20,Delhi Capitals,Gujarat Titans,2
41,Will Jacks   2 0 23 1 0 0 11.50,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Mohammed Siraj   4 0 20 0 0 2 5.00,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Yash Dayal   3 0 18 1 0 3 6.00,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Swapnil Singh   3 0 40 2 1 0 13.30,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Karn Sharma   4 0 29 2 0 2 7.20,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Lockie Ferguson   2 0 28 0 0 0 14.00,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Cameron Green   2 0 12 2 0 1 6.00,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
42,Dushmantha Chameera   3 0 48 0 0 1 16.00,Kolkata Knight Riders,Punjab Kings,2
42,Harshit Rana   4 0 61 0 0 1 15.20,Kolkata Knight Riders,Punjab Kings,2
42,Anukul Roy   2 0 36 0 0 0 18.00,Kolkata Knight Riders,Punjab Kings,2
42,Sunil Narine   4 0 24 1 0 0 6.00,Kolkata Knight Riders,Punjab Kings,2
42,Varun Chakaravarthy   3 0 46 0 0 0 15.30,Kolkata Knight Riders,Punjab Kings,2
42,Andre Russell   2 0 36 0 0 2 18.00,Kolkata Knight Riders,Punjab Kings,2
42,Ramandeep Singh   0.4 0 9 0 0 0 13.50,Kolkata Knight Riders,Punjab Kings,2
43,Lizaad Williams   3 0 34 0 1 8 11.30,Delhi Capitals,Mumbai,2
43,Khaleel Ahmed   4 0 45 2 0 0 11.20,Delhi Capitals,Mumbai,2
43,Mukesh Kumar   4 0 59 3 0 0 14.80,Delhi Capitals,Mumbai,2
